ID	Name	MaxLevel	MaxExpandLevel	Faction	Route	RoutePlace	Series	ExtraSeries	Type	Style1	Style2	DamageType	TargetType	WeaponLimit	HorseLimit	MoveType	CastInCity	CastInLeftKey	UseAR	Retrusive	FormerSkillID	FollowingSkillID	FollowingSkillBurstMode	FollowingSkillTargetType	NextSkillID	NextSkillWaitTime	MissleID	MissleWaitTime	SubSkill1ID	SubSkill2ID	PoisonFlag	PoisonSeries	MisslesForm	MissleReferenceFrame	MissleGenerateOrder	MissleRelativePosType	MissleGenerateData	MissleClientOnly	MissleStopWhenMove	ValidObject	UseRange	EffectRadius	BurstTime	BurstSpeed	AnkyloseTime	AnkyloseSpeed	MissleNum	LvlSetScript	LevelUpScript	DefaultAttrib1	DefaultValue1	DefaultAttrib2	DefaultValue2	DefaultAttrib3	DefaultValue3	DefaultAttrib4	DefaultValue4	PersistTimeEnhanceCoefficient	PersistTimeUpperLimitSec	SpecialStateLimit
1044	Ngò L«i Chİnh Ph¸p Phï (Chiªu 1)	8		0	23		0		1	6	2	1	1	4	1		0	0	0	0							437	42					3	1	2					456	800	5		100			5	\script\skill\À¥ÂØÌìÊ¦\ÎåÀ×Õı·¨·û(ÕĞ1).lua		skill_interrupt_rate	25	skill_param1	15	skill_param2	150					32
1045	V¹n L«i To¸i Tinh Phï (Chiªu 1)	8		0	23		0		1	5	2	1	2	4	1		0	0	0	0							438	30					2		5					456	600	1		100			1	\script\skill\À¥ÂØÌìÊ¦\ÍòÀ×ËéĞÇ·û(ÕĞ1).lua		skill_interrupt_rate	25									32
1046	HuyÒn Phong TriÒn ı QuyÕt (Chiªu 1)	7		0	23		0		2	8	1		0	4	1		1	0	0	0								25												2	9999	1		100				\script\skill\À¥ÂØÌìÊ¦\Ğş·ç²øÒâ¾÷(ÕĞ1).lua												16
1047	Kinh Phong ThuÊn L«i QuyÕt (Chiªu)	10		0	23		0		2	8	1		0	4	1		0	0	0	0																				2	9999	1		100				\script\skill\ÃØ¼®Îä¹¦\¾ª·çË²À×¾÷(ÕĞ).lua										200	25	
1048	V¹n L«i To¸i Tinh Phï (Nhá)	8		0	23		0		1	6	2	1	1	4	1		0	0	0	0							440	1					2		5					456	9999	1		100			5	\script\skill\À¥ÂØÌìÊ¦\ÍòÀ×ËéĞÇ·û(×Ó).lua												
1049	B¹o L«i Phï (Chiªu 2)	7		0	23		0		1	5	2	1	1	4	1		0	0	0	0							436	72					3	1	0		0			456	600	1		100			1	\script\skill\À¥ÂØÌìÊ¦\±¬À×·û(ÕĞ2).lua		skill_interrupt_rate	25									32
1050	Ngò L«i Chİnh Ph¸p Phï (Chiªu 2)	8		0	23		0		1	6	1	1	2	4	1		0	0	0	0							437	48					3	1	2					456	800	5		100			5	\script\skill\À¥ÂØÌìÊ¦\ÎåÀ×Õı·¨·û(ÕĞ2).lua		skill_interrupt_rate	25	skill_param1	15	skill_param2	150					32
1051	V¹n L«i To¸i Tinh Phï (Chiªu 2)	8		0	23		0		1	5	2	1	2	4	1		0	0	0	0							438	30					2		5					456	600	1		100			1	\script\skill\À¥ÂØÌìÊ¦\ÍòÀ×ËéĞÇ·û(ÕĞ2).lua		skill_interrupt_rate	25									32
1052	HuyÒn Phong TriÒn ı QuyÕt (Chiªu 2)	7		0	23		0		2	8	1		0	4	1		1	0	0	0								25												2	9999	1		100				\script\skill\À¥ÂØÌìÊ¦\Ğş·ç²øÒâ¾÷(ÕĞ2).lua												16
1053	Th¸nh Háa Kim L­ C«ng	10		24	25		0		3	15	1		0	-1	0		1	0	0	0																				2								\script\skill\Ã÷½ÌÊ¥Õ½\Ê¥»ğ½ğÂ¯¹¦.lua												
1054	Th¸nh Háa §ao Ph¸p	9		24	25		0		3	15	1		0	8	1		1	0	0	0																				2								\script\skill\Ã÷½ÌÊ¥Õ½\Ê¥»ğµ¶·¨.lua		skill_interrupt_rate	10									
1055	Kim L« Hé ThÓ	9		24	25		0		2	10	1		0	8	1		1	0	0	0								50	1068											2	9999	1	54	100				\script\skill\Ã÷½ÌÊ¥Õ½\½ğÂ¯»¤Ìå.lua		skill_cast_interval	1080	skill_interrupt_rate	10							
1056	LiÖt D­îng Tr¶m	7		24	25		7		1	1	2	0	0	8	1		0	1	1	1					1069	10	442	6					1	1	2		5			456	144	1	27	150			1	\script\skill\Ã÷½ÌÊ¥Õ½\ÁÒì¾Õ¶.lua		skill_cast_interval	18	skill_interrupt_rate	-55	cost_gas_point	1					
1057	Sİ DiÖm Kİch	7		24	25		7		3	14	1		0	8	0		1	0	0	0																				2		1						\script\skill\Ã÷½ÌÊ¥Õ½\³ãÑ×»÷.lua												
1058	Thiªn KiÕp PhÇn	8		24	25		7		2	1	2	0	0	8	1		0	0	0	1					1201	1		13	1072				1	1	2					456	600	1	27	150				\script\skill\Ã÷½ÌÊ¥Õ½\Ìì½Ù·Ù.lua		skill_cast_interval	90	skill_interrupt_rate	-55							
1059	Ng­ng Háa Bİch	7		24	25		0		2	10	1		0	8	1		1	0	0	0								3	1073											2	9999	1	18	150				\script\skill\Ã÷½ÌÊ¥Õ½\Äı»ğèµ.lua		skill_cast_interval	810	skill_interrupt_rate	-55							
1060	Cuång DiÔm B«n	9		24	25		7		20	1	2	0	1	8	1		0	0	0	0					1200	0			1074											456	600	3	54	-100				\script\skill\Ã÷½ÌÊ¥Õ½\¿ñÑæ±¼.lua		skill_cast_interval	180	skill_interrupt_rate	-55							
1061	Chİch Phong TuyÒn	7		24	25		7		1	1	2	0	2	8	1		0	0	1	1					1071	21	445	14					1	0	2		2			456	600	1	36	150			4	\script\skill\Ã÷½ÌÊ¥Õ½\ÖË·çĞı.lua		skill_cast_interval	270	skill_interrupt_rate	-55	cost_gas_point	2					
1062	B¸ Hoµng §o¹n	7		24	25		7		1	1	2	0	2	8	1		0	0	1	1							446	21	1076				1	0	2					456	600	1	27	150			1	\script\skill\Ã÷½ÌÊ¥Õ½\°Ô»Í¶Ï.lua		skill_cast_interval	54	skill_interrupt_rate	-55	cost_gas_point	1					
1063	Khİ Hãa Du Long	7		24	25		0		3	15	1		0	8	0		1	0	0	0																				2		1						\script\skill\Ã÷½ÌÊ¥Õ½\Æø»¯ÓÎÁú.lua												
1064	D­¬ng Viªm B¹o	9		24	25		7		1	5	2	0	2	8	1		0	0	0	1					1080	15	447	19					1	1	2					456	300	1	36	150			1	\script\skill\Ã÷½ÌÊ¥Õ½\ÑôÑ×±¬.lua		skill_cast_interval	990	skill_interrupt_rate	-55							
1065	B¹o S¸t K×nh	7		24	25		7		1	2	2	0	2	8	1		0	0	1	1					1081	9	448	10	1079				1	1	2					456	300	1	18	100			1	\script\skill\Ã÷½ÌÊ¥Õ½\±©É±¾¢.lua		skill_cast_interval	90	skill_interrupt_rate	-55	cost_gas_point	3					
1066	Cµn Kh«n §¹i Na Di	20		24	25		0		2	3	0		0	8	1		0	0	0	0					1082	1		1												2	600	1	90	100				\script\skill\Ã÷½ÌÊ¥Õ½\Ç¬À¤´óÅ²ÒÆ.lua		skill_interrupt_rate	-55									
1067	Th¸nh Háa §ao Ph¸p (Chiªu)	9		24	25		0		2	8	1		0	8	1		1	0	0	0								33												2	9999	1		100				\script\skill\Ã÷½ÌÊ¥Õ½\Ê¥»ğµ¶·¨(ÕĞ).lua												
1068	Kim L« Hé ThÓ (Chiªu)	9		24	25		0		2	10	1		0	8	1		1	0	0	0								50												2	9999	1		100				\script\skill\Ã÷½ÌÊ¥Õ½\½ğÂ¯»¤Ìå(ÕĞ).lua												
1069	LiÖt D­îng Tr¶m (Tö)	7		24	25		7		1	1	2	0	2	8	1		0	1	1	1							442	1	1070				1	1	2		5			456	144	1		150			1	\script\skill\Ã÷½ÌÊ¥Õ½\ÁÒì¾Õ¶(×Ó).lua												
1070	LiÖt D­îng Tr¶m (Chiªu)	7		24	25		7		1	1	2	0	2	8	1		0	1	0	1					1201	1	442	1					1	1	2		5			456	144	1		150			1	\script\skill\Ã÷½ÌÊ¥Õ½\ÁÒì¾Õ¶(ÕĞ).lua												
1071	Chİch Phong Toµn (Tö)	7		24	25		7		1	1	2	0	2	8	1		0	0	1	1							445	1	1075				1	0	2					456	600	1	36	150			1	\script\skill\Ã÷½ÌÊ¥Õ½\ÖË·çĞı(×Ó).lua												
1072	Thiªn KiÕp PhÇn (Chiªu)	8		24	25		7		2	1	2	0	2	8	1		0	0	0	1								13					1	1	2					456	600	1		150				\script\skill\Ã÷½ÌÊ¥Õ½\Ìì½Ù·Ù(ÕĞ).lua												
1073	Ninh Háa BŞch(Chiªu)	7		24	25		0		2	10	1		0	8	1		1	0	0	0								6												2	9999	1		150				\script\skill\Ã÷½ÌÊ¥Õ½\Äı»ğèµ(ÕĞ).lua												
1074	Cuång DiÔm B«n (Chiªu)	9		24	25		7		20	1	2	0	1	8	1		0	0	0	0																				456	600	3		-100				\script\skill\Ã÷½ÌÊ¥Õ½\¿ñÑæ±¼(ÕĞ).lua												
1075	Chİch Phong Toµn (Chiªu)	7		24	25		7		1	1	2	0	1	8	1		0	0	0	1							445	1					1	0	2					456	600	1		150			1	\script\skill\Ã÷½ÌÊ¥Õ½\ÖË·çĞı(ÕĞ).lua												
1076	B¸ Hoµng §o¹n (Chiªu)	7		24	25		7		1	1	2	0	2	8	1		0	0	0	1							446	21					1	0	2					456	600	1		150			1	\script\skill\Ã÷½ÌÊ¥Õ½\°Ô»Í¶Ï(ÕĞ).lua												
1077	Khİ Hãa Du Long (Chiªu)	7		24	25		7		2	10	1		0	8	1		1	0	0	0								18												2	9999	1		100				\script\skill\Ã÷½ÌÊ¥Õ½\Æø»¯ÓÎÁú(ÕĞ).lua												
1078	D­¬ng Viªm B¹o (Chiªu)	9		24	25		7		2	8	2		2	8	1		0	0	0	0								1												2	144	1		150				\script\skill\Ã÷½ÌÊ¥Õ½\ÑôÑ×±¬(ÕĞ).lua												
1079	B¹o S¸t K×nh (Chiªu)	7		24	25		7		1	2	2	0	2	8	1		0	0	0	1							448	10					1	1	2					456	300	1		100			1	\script\skill\Ã÷½ÌÊ¥Õ½\±©É±¾¢(ÕĞ).lua												
1080	D­¬ng Viªm B¹o (Tö)	9		24	25		7		2	8	2		2	8	1		0	0	0	0								1	1078											2	144	1		150				\script\skill\Ã÷½ÌÊ¥Õ½\ÑôÑ×±¬(×Ó).lua												
1081	B¹o S¸t K×nh (Tö)	7		24	25		7		2	11	2		0	8	1		0	0	1	1								1												2	144	1		100			1	\script\skill\Ã÷½ÌÊ¥Õ½\±©É±¾¢(×Ó).lua												
1082	Cµn Kh«n §¹i Na Di (Tö)	20		24	26		7		1	3	2	2	1	8	1		0	0	0	0							449	1					1	0	2		17			456	600	1		100			5	\script\skill\Ã÷½ÌÊ¥Õ½\Ç¬À¤´óÅ²ÒÆ(×Ó).lua												
1083	Quang Minh Tiªu Dao C«ng	10		24	26		0		3	15	1		0	-1	0		1	0	0	0																				2								\script\skill\Ã÷½ÌÕó±ø\¹âÃ÷åĞÒ£¹¦.lua												
1084	Quang Minh Bót Ph¸p	9		24	26		0		2	8	1		0	512	1		1	0	0	0								34	1097											2	9999	1	36	100				\script\skill\Ã÷½ÌÕó±ø\¹âÃ÷±Ê·¨.lua		skill_cast_interval	1080	skill_interrupt_rate	25							
1085	Kim Táa TrËn	7		24	26		0		28	2	2	0	1	512	1		0	0	0	0							450	24	1208				1	3	2					456	300	1	36	200			1	\script\skill\Ã÷½ÌÕó±ø\½ğËøÕó.lua		skill_cast_interval	270	skill_interrupt_rate	25	skill_param1	1261	skill_param2	1113			
1086	YÕn Kú LÖnh	1		24	26		0		30	8	2		0	512	1		0	0	0	0								18												1048576	600	1	27	200				\script\skill\Ã÷½ÌÕó±ø\ÙÈÆìÁî.lua		skill_cast_interval	360									
1087	HuyÒn Thñy TrËn	7		24	26		0		28	2	2	0	1	512	1		0	0	0	0							451	24	1209				1	3	2					456	300	1	36	200			1	\script\skill\Ã÷½ÌÕó±ø\ĞşË®Õó.lua		skill_cast_interval	270	skill_interrupt_rate	25	skill_param1	1262	skill_param2	1114			
1088	Phong Binh LÖnh	8		24	26		0		2	9	1		0	512	1		0	0	0	0								18	1102											456	600	1	27	200				\script\skill\Ã÷½ÌÕó±ø\·â±øÁî.lua		skill_cast_interval	540	skill_interrupt_rate	-55							
1089	Bµn Méc TrËn	7		24	26		0		28	2	2	0	1	512	1		0	0	0	0							452	24	1210				1	3	2					456	300	1	36	200			1	\script\skill\Ã÷½ÌÕó±ø\ÅÌÄ¾Õó.lua		skill_cast_interval	270	skill_interrupt_rate	25	skill_param1	1263	skill_param2	1115			
1090	TÊn ¶nh LÖnh	7		24	26		0		2	10	1		0	512	1		1	0	0	0					1129	1		5	1104											2	9999	1	18	200				\script\skill\Ã÷½ÌÕó±ø\Ñ¸Ó°Áî.lua		skill_cast_interval	2160	skill_interrupt_rate	-550							
1091	Cµn Kh«n NghŞch ChuyÓn	7		24	26		0		2	9	1		0	512	1		0	0	0	0								9	1105											460	800	1	27	100				\script\skill\Ã÷½ÌÕó±ø\Ç¬À¤Äæ×ª.lua		skill_cast_interval	180	skill_interrupt_rate	-55							
1092	NghiÖp Háa TrËn	7		24	26		0		28	2	2	0	1	512	1		0	0	0	0							453	24	1211				1	3	2					456	300	1	36	200			1	\script\skill\Ã÷½ÌÕó±ø\Òµ»ğÕó.lua		skill_cast_interval	270	skill_interrupt_rate	25	skill_param1	1264	skill_param2	1116			
1093	Thæ Lao TrËn	7		24	26		0		28	2	2	0	1	512	1		0	0	0	0							454	24	1212				1	3	2					456	300	1	36	200			1	\script\skill\Ã÷½ÌÕó±ø\ÍÁÀÎÕó.lua		skill_cast_interval	270	skill_interrupt_rate	25	skill_param1	1265	skill_param2	1117			
1094	Ngò Linh T¸n Nguyªn	9		24	26		0		1	2	2	0	1	512	1		0	0	0	0							455	32	1108	1109			1	1	2		0			456	600	1	36	50			1	\script\skill\Ã÷½ÌÕó±ø\ÎåÁéÉ¢Ôª.lua		skill_interrupt_rate	25									
1095	Ngò Linh Quy Nguyªn	7		24	26		0		2	8	1		0	512	1		1	0	0	0								52	1110											6	600	1	54	100				\script\skill\Ã÷½ÌÕó±ø\ÎåÁé¹éÔª.lua		skill_interrupt_rate	25	skill_cast_interval	1080							
1096	Quang Minh Ngò Hµnh TrËn	20		24	26		0		1	3	2	2	2	512	1		0	0	0	0					1111	1	457	6					1	0	2		17			456	600	1	90	100			5	\script\skill\Ã÷½ÌÕó±ø\¹âÃ÷ÎåĞĞÕó.lua		skill_interrupt_rate	-55									
1097	Quang Minh Bót Ph¸p (Chiªu)	9		24	26		0		2	8	1		0	512	1		1	0	0	0								34												2	9999	1		100				\script\skill\Ã÷½ÌÕó±ø\¹âÃ÷±Ê·¨(ÕĞ).lua												
1098	Kim Táa TrËn (TrËn Kú Chiªu)	7		24	26		0		1	2	1	0	1	-1	1		0	0	0	0							471	1					0	3	2		1			456	9999	1	9	100			1	\script\skill\Ã÷½ÌÕó±ø\½ğËøÕó(ÕóÆìÕĞ).lua												
1099	YÕn Kú LÖnh (Chiªu)	1		24	26		0		30	8	2		0	512	1		0	0	0	0								24												1048576	600	1		100				\script\skill\Ã÷½ÌÕó±ø\ÙÈÆìÁî(ÕĞ).lua												
1100	YÕn Kú LÖnh (Nhá)	1		24	26		0		1	9	1		0	512	1		0	0	0	0							459	1					1	0	2					456	9999	1		100			1	\script\skill\Ã÷½ÌÕó±ø\ÙÈÆìÁî(ÕĞ×Ó).lua												
1101	HuyÒn Thñy TrËn (TrËn Kú Chiªu)	7		24	26		0		1	2	1	0	1	-1	1		0	0	0	0							471	1					0	3	2		1			456	9999	1	9	100			1	\script\skill\Ã÷½ÌÕó±ø\ĞşË®Õó(ÕóÆìÕĞ).lua												
1102	Phong Binh LÖnh (Chiªu)	8		24	26		0		2	9	1		0	512	1		0	0	0	0								18												456	600	1		200				\script\skill\Ã÷½ÌÕó±ø\·â±øÁî(ÕĞ).lua												
1103	Bµn Méc TrËn (TrËn Kú Chiªu)	7		24	26		0		1	2	1	0	1	-1	1		0	0	0	0							471	1					0	3	2		1			456	9999	1	9	100			1	\script\skill\Ã÷½ÌÕó±ø\ÅÌÄ¾Õó(ÕóÆìÕĞ).lua												
1104	TÊn nh LÖnh (Chiªu)	7		24	26		0		2	10	1		0	512	1		1	0	0	0								5												2	9999	1		200				\script\skill\Ã÷½ÌÕó±ø\Ñ¸Ó°Áî(ÕĞ).lua												
1105	Cµn Kh«n NghŞch ChuyÓn (Chiªu)	7		24	26		0		2	9	1		0	512	1		0	0	0	0					1130	1	453	9												460	800	1		100				\script\skill\Ã÷½ÌÕó±ø\Ç¬À¤Äæ×ª(ÕĞ).lua												
1106	NghiÖp Háa TrËn (TrËn Kú Chiªu)	7		24	26		0		1	2	1	0	1	-1	1		0	0	0	0							471	1					0	3	2		1			456	9999	1	9	100			1	\script\skill\Ã÷½ÌÕó±ø\Òµ»ğÕó(ÕóÆìÕĞ).lua												
1107	Thæ Lao TrËn (TrËn Kú Chiªu)	7		24	26		0		1	2	1	0	1	-1	1		0	0	0	0							471	1					0	3	2		1			456	9999	1	9	100			1	\script\skill\Ã÷½ÌÕó±ø\ÍÁÀÎÕó(ÕóÆìÕĞ).lua												
1108	Ngò Linh T¸n Nguyªn (Chiªu1)	9		24	26		0		1	2	2	0	1	512	1		0	0	0	0							455	32					1	1	2					456	600	1		50			1	\script\skill\Ã÷½ÌÕó±ø\ÎåÁéÉ¢Ôª(ÕĞ1).lua												
1109	Ngò Linh T¸n Nguyªn (Chiªu2)	9		24	26		0		1	2	2	0	1	512	1		0	0	0	0							455	32					1	1	2					456	600	1		50			1	\script\skill\Ã÷½ÌÕó±ø\ÎåÁéÉ¢Ôª(ÕĞ2).lua												
1110	Ngò Linh Quy Nguyªn (Chiªu)	7		24	26		0		2	8	1		0	512	1		1	0	0	0								52												6	600	1		100				\script\skill\Ã÷½ÌÕó±ø\ÎåÁé¹éÔª(ÕĞ).lua												
1111	Quang Minh Ngò Hµnh TrËn (Tö)	20		24	26		0		1	3	0		1	512	1		0	0	0	0					1215	1	458	1					1	0	2					6	9999	1		100			1	\script\skill\Ã÷½ÌÕó±ø\¹âÃ÷ÎåĞĞÕó(×Ó).lua												
1112	Ngò Linh T¸n Nguyªn (Tö)	9		24	26		0		1	2	2	0	1	512	1		0	0	1	0							456	1					3		1					456	9999	1		100			5	\script\skill\Ã÷½ÌÕó±ø\ÎåÁéÉ¢Ôª(×Ó).lua												
1113	Kim Táa TrËn (YÕn Kú)	7		24	26		0		2	2	1	0	1	512	1		0	0	0	1								3												456	9999	6	9	100				\script\skill\Ã÷½ÌÕó±ø\½ğËøÕó(ÙÈÆì).lua		skill_interrupt_rate	-55									
1114	HuyÒn Thñy TrËn (YÕn Kú)	7		24	26		0		2	2	1	0	1	512	1		0	0	0	1								3												456	9999	6	9	100				\script\skill\Ã÷½ÌÕó±ø\ĞşË®Õó(ÙÈÆì).lua		skill_interrupt_rate	-55									
1115	Bµn Méc TrËn (YÕn Kú)	7		24	26		0		2	2	1	0	1	512	1		0	0	0	1								3												456	9999	6	9	100				\script\skill\Ã÷½ÌÕó±ø\ÅÌÄ¾Õó(ÙÈÆì).lua		skill_interrupt_rate	-55									
1116	NghiÖp Háa TrËn (YÕn Kú)	7		24	26		0		2	2	1	0	1	512	1		0	0	0	1								3												456	9999	6	9	100				\script\skill\Ã÷½ÌÕó±ø\Òµ»ğÕó(ÙÈÆì).lua		skill_interrupt_rate	-55									
1117	Thæ Lao TrËn (YÕn Kú)	7		24	26		0		2	2	1	0	1	512	1		0	0	0	1								3												456	9999	6	9	100				\script\skill\Ã÷½ÌÕó±ø\ÍÁÀÎÕó(ÙÈÆì).lua		skill_interrupt_rate	-55									
1118	Quang Minh Bót Ph¸p Th­êng	9		24	26		0		0	1	2	0	2	512	1		0	0	1	1							460	6					1	0	2					456	600	1	17	100			1	\script\skill\Ã÷½ÌÕó±ø\¹âÃ÷±Ê·¨ÆÕÍ¨.lua												
1119	Kim Táa TrËn (Phô Kú)	7		24	26		0		15	8	1			-1	1		0	0	0	0																				6	9999	15	18	100				\script\skill\Ã÷½ÌÕó±ø\½ğËøÕó(¸ºÆì).lua												
1120	HuyÒn Thñy TrËn (Phô Kú)	7		24	26		0		15	8	1			-1	1		0	0	0	0																				6	9999	15	18	100				\script\skill\Ã÷½ÌÕó±ø\ĞşË®Õó(¸ºÆì).lua												
1121	Bµn Méc TrËn (Phô Kú)	7		24	26		0		15	8	1			-1	1		0	0	0	0																				6	9999	15	18	100				\script\skill\Ã÷½ÌÕó±ø\ÅÌÄ¾Õó(¸ºÆì).lua												
1122	NghiÖp Háa TrËn (Phô Kú)	7		24	26		0		15	8	1			-1	1		0	0	0	0																				6	9999	15	18	100				\script\skill\Ã÷½ÌÕó±ø\Òµ»ğÕó(¸ºÆì).lua												
1123	Thæ Lao TrËn (Phô Kú)	7		24	26		0		15	8	1			-1	1		0	0	0	0																				6	9999	15	18	100				\script\skill\Ã÷½ÌÕó±ø\ÍÁÀÎÕó(¸ºÆì).lua												
1124	Kim Táa TrËn (TrËn Kú)	7		24	26		0		1	2	1	0	1	-1	1		0	0	1	0							471	1					0	3	2		1			456	9999	1	9	100			1	\script\skill\Ã÷½ÌÕó±ø\½ğËøÕó(ÕóÆì).lua												
1125	HuyÒn Thñy TrËn (TrËn Kú)	7		24	26		0		1	2	1	0	1	-1	1		0	0	1	0							471	1					0	3	2		1			456	9999	1	9	100			1	\script\skill\Ã÷½ÌÕó±ø\ĞşË®Õó(ÕóÆì).lua												
1126	Bµn Méc TrËn (TrËn Kú)	7		24	26		0		1	2	1	0	1	-1	1		0	0	1	0							471	1					0	3	2		1			456	9999	1	9	100			1	\script\skill\Ã÷½ÌÕó±ø\ÅÌÄ¾Õó(ÕóÆì).lua												
1127	NghiÖp Háa TrËn (TrËn Kú)	7		24	26		0		1	2	1	0	1	-1	1		0	0	1	0							471	1					0	3	2		1			456	9999	1	9	100			1	\script\skill\Ã÷½ÌÕó±ø\Òµ»ğÕó(ÕóÆì).lua												
1128	Thæ Lao TrËn (TrËn Kú)	7		24	26		0		1	2	1	0	1	-1	1		0	0	1	0							471	1					0	3	2		1			456	9999	1	9	100			1	\script\skill\Ã÷½ÌÕó±ø\ÍÁÀÎÕó(ÕóÆì).lua												
1129	TÊn nh LÖnh (Tö)	7		24	26		0		2	10	1		0	512	1		1	0	0	0								1												2	9999	1		100				\script\skill\Ã÷½ÌÕó±ø\Ñ¸Ó°Áî(×Ó).lua												
1130	Cµn Kh«n NghŞch ChuyÓn (Tö)	7		24	27		0		2	9	1		0	512	1		0	0	0	0								1												2	9999	1		100				\script\skill\Ã÷½ÌÕó±ø\Ç¬À¤Äæ×ª(×Ó).lua												
1131	Hµn B¨ng T©m Ph¸p	10		24	27		0		3	15	1		0	-1	0		1	0	0	0																				2								\script\skill\Ã÷½ÌÑªÈË\º®±ùĞÄ·¨.lua												
1132	§o¹n Cèt Tr¶o	8		24	27		0		1	4	2	1	2	2048	1		0	1	1	0					1144	6	469	3					1	1	2		3			456	144	1	18	75			2	\script\skill\Ã÷½ÌÑªÈË\¶Ï¹Ç×¦.lua		skill_cast_interval	18	skill_interrupt_rate	-55							
1133	Hñ Th­¬ng Ên	7		24	27		0		2	9	1		0	2048	1		0	0	0	0								17	1146											456	600	1	18	100				\script\skill\Ã÷½ÌÑªÈË\¸¯ÉËÓ¡.lua		skill_cast_interval	2880									
1134	Thanh Dùc Bé Ph¸p	5		24	27		0		21	10	2		1	2048	1		1	0	0	0								2	1147												600	1	18	-100				\script\skill\Ã÷½ÌÑªÈË\ÇàÒí²½·¨.lua		skill_interrupt_rate	10	skill_cast_interval	90							
1135	B¨ng HuyÕt Ên	8		24	27		0		2	9	1		0	2048	1		0	0	0	0								36	1148											456	600	1	40	100				\script\skill\Ã÷½ÌÑªÈË\±ÀÑªÓ¡.lua												
1136	HÊp HuyÕt Ên	6		24	27		0		3	15	1		0	-1	0		1	0	0	0																				2								\script\skill\Ã÷½ÌÑªÈË\ÎüÑªÓ¡.lua												
1137	Hµn HuyÕt Ên	6		24	27		0		2	9	1		0	2048	1		0	0	0	0								12	1150											456	600	1	36	100				\script\skill\Ã÷½ÌÑªÈË\º®ÑªÓ¡.lua		skill_cast_interval	450									
1138	Thİch Cèt Ên	7		24	27		0		3	15	1		0	-1	0		1	0	0	0																				2								\script\skill\Ã÷½ÌÑªÈË\´Ì¹ÇÓ¡.lua												
1139	Truy Hån Ên	7		24	27		0		2	9	1		0	2048	1		0	0	0	0								34	1152											456	600	1	36	100				\script\skill\Ã÷½ÌÑªÈË\×·»êÓ¡.lua		skill_cast_interval	1440									
1140	Thİ C¶nh Tr¶o	8		24	27		0		20	1	2	1	1	2048	1		0	0	0	0									1153											456	600	3	36	-100				\script\skill\Ã÷½ÌÑªÈË\ß±¾±×¦.lua		skill_cast_interval	270	skill_interrupt_rate	-55							
1141	Hµn B¨ng HuyÕt Ch­íng	8		24	27		0		2	10	1		0	2048	1		1	0	0	0								12	1154											2	9999	1	18	100				\script\skill\Ã÷½ÌÑªÈË\º®±ùÑªÕÏ.lua		skill_cast_interval	1620									
1142	Hãa HuyÕt Ên	7		24	27		0		3	15	1		0	-1	0		1	0	0	0																				2								\script\skill\Ã÷½ÌÑªÈË\»¯ÑªÓ¡.lua												
1143	VÉn Th­¬ng Ên	7		24	27		0		2	9	1		0	2048	1		0	0	0	0								26	1156											456	600	1	27	100				\script\skill\Ã÷½ÌÑªÈË\éæéäÓ¡.lua		skill_cast_interval	360									
1144	§o¹n Cèt Tr¶o (Tö)	8		24	27		0		1	4	2	1	2	2048	1		0	1	0	0							469	3	1145				1	1	2		3			456	9999	1		100			1	\script\skill\Ã÷½ÌÑªÈË\¶Ï¹Ç×¦(×Ó).lua		skill_cast_interval	18	skill_interrupt_rate	-55							
1145	§o¹n Cèt Tr¶o (Nhá)	8		24	27		0		1	4	2	1	2	2048	1		0	1	0	0							469	3					1	1	2		3			456	9999	1		100			1	\script\skill\Ã÷½ÌÑªÈË\¶Ï¹Ç×¦(×ÓÕĞ).lua		skill_cast_interval	18	skill_interrupt_rate	-55							
1146	Hñ Th­¬ng Än (Chiªu)	7		24	27		0		2	9	1		0	2048	1		0	0	0	0								34												456	9999	1		100				\script\skill\Ã÷½ÌÑªÈË\¸¯ÉËÓ¡(ÕĞ).lua												
1147	Thanh Dùc Bé Ph¸p (Chiªu)	5		24	27		0		21	10	2		1	2048	1		1	0	0	0								2													9999	1		-100				\script\skill\Ã÷½ÌÑªÈË\ÇàÒí²½·¨(ÕĞ).lua		skill_interrupt_rate	10									
1148	B¨ng HuyÕt Än (Chiªu)	8		24	27		0		2	9	1		0	2048	1		0	0	0	0								36												456	9999	1		100				\script\skill\Ã÷½ÌÑªÈË\±ÀÑªÓ¡(ÕĞ).lua												
1149	HÊp HuyÕt Än (Chiªu)	6		24	27		0		2	9	1		0	2048	1		0	0	0	0								12												456	9999	1		100				\script\skill\Ã÷½ÌÑªÈË\ÎüÑªÓ¡(ÕĞ).lua												
1150	Hµn HuyÕt Än (Chiªu)	6		24	27		0		2	9	1		0	2048	1		0	0	0	0								12												456	9999	1		100				\script\skill\Ã÷½ÌÑªÈË\º®ÑªÓ¡(ÕĞ).lua												
1151	Thİch Cèt Än (Chiªu)	7		24	27		0		2	9	1		0	2048	1		0	0	0	0								12												456	9999	1		100				\script\skill\Ã÷½ÌÑªÈË\´Ì¹ÇÓ¡(ÕĞ).lua												
1152	Truy Hån Än (Chiªu)	7		24	27		0		2	9	1		0	2048	1		0	0	0	0								34												456	9999	1		100				\script\skill\Ã÷½ÌÑªÈË\×·»êÓ¡(ÕĞ).lua												
