Account	Name	Route	TransLife	Level	IBCost	Money	A	B	C	D	E	F	Exp	Last_IP	CreateDate	LastLoginDate
ethangkia19894	dfeeeeee	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.23.108.115	2019-09-26 13:23:37	2019-09-26 14:03:32
thiheo2013	dfgdrgsdgsdf	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	123.25.72.216	2019-09-26 13:43:34	2019-09-26 14:01:54
beobeo3	dfghfhfhf	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.241.44.9	2019-09-26 13:25:27	2019-09-26 13:32:16
gameviet24h7x2	dfsdfdkgf	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.167.195.143	2019-09-26 13:29:47	2019-09-26 13:30:11
thiheo2012	dfsdfsefs	Thi’u L©m v‚ t®ng  	7	90	0	0	0	0	0	0	0	0	0	123.25.72.216	2019-09-26 13:22:33	2019-09-26 14:13:06
ethangkia19894	dfsdfwsf	Thi’u L©m v‚ t®ng  	0	90	0	98500	0	0	0	0	0	0	0	113.23.108.115	2019-09-26 13:26:42	2019-09-26 14:04:24
qminhgiao05	dfvtwe	Thi’u L©m v‚ t®ng  	0	90	0	1026500	0	0	0	0	0	0	200000	115.75.32.57	2019-09-26 14:04:36	2019-09-26 14:04:57
hoilamgi1	dfxbfcb	Thi’u L©m v‚ t®ng  	0	90	0	1	0	0	0	0	0	0	0	116.107.205.107	2019-09-26 13:29:03	2019-09-26 13:29:48
nhtl04949698	DGCCCCCCCCCC	D≠¨ng M´n Cung K˛  	7	90	0	98500	0	0	0	0	0	0	0	42.118.117.230	2019-09-26 13:30:48	2019-09-26 13:33:47
beobeo5	dgdfgdfgd	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	117.4.67.250	2019-09-26 13:42:11	2019-09-26 13:42:38
zxmanhy	DjNonstopxxx	Thi’u L©m v‚ t®ng  	7	90	0	2750000	0	0	0	0	0	0	1200015	222.252.144.91	2019-09-26 13:56:24	2019-09-26 14:02:59
loveyou	DQWDQWD	Thi’u L©m thi“n t®ng  	0	90	0	0	0	0	0	0	0	0	0	27.71.209.197	2019-09-26 13:50:02	2019-09-26 13:50:24
niemmino3	dqweqweqd	V‚ ßang tÙc gia  	0	90	0	0	0	0	0	0	0	0	0	14.164.185.127	2019-09-26 13:12:11	2019-09-26 13:12:46
3666x77	DQWERQEWQ	Nga My xu t gia  	0	90	0	100000	0	0	0	0	0	0	0	123.20.26.141	2019-09-26 13:40:08	2019-09-26 13:41:07
tranviet4	dsadad	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:27:01	2019-09-26 13:27:20
tranviet2	dsadads	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:25:06	2019-09-26 13:25:24
tranviet9	dsdadsd	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:41:13	2019-09-26 13:41:50
jetemdja	dsdasdasd	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.189.224.22	2019-09-26 13:14:46	2019-09-26 13:15:39
nhoxbunno4	dsdjioioiol	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.227.244.238	2019-09-26 13:30:19	2019-09-26 13:30:45
ethangkia19894	dsfsdfrrr	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.23.108.115	2019-09-26 13:31:09	2019-09-26 13:31:40
nhoxbunno3	dSSWWww	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.227.244.238	2019-09-26 13:25:01	2019-09-26 13:26:05
thiheo2012	DuHandSome	Thi’u L©m v‚ t®ng  	7	90	0	497000	0	0	0	0	0	0	0	123.25.72.216	2019-09-26 13:51:11	2019-09-26 14:16:17
haiquyhop	duhocsinh	Thi’u L©m v‚ t®ng  	7	90	0	100000	0	0	0	0	0	0	0	36.38.49.142	2019-09-26 13:02:54	2019-09-26 13:03:31
tranviet9	dµafaf	Thi’u L©m v‚ t®ng  	0	90	0	99000	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:42:23	2019-09-26 13:44:19
cayvang0	e1211e1	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.224.179.173	2019-09-26 13:16:57	2019-09-26 13:17:15
cayvang01	e21e122e1	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.224.179.173	2019-09-26 13:39:40	2019-09-26 13:40:00
nsnl130215	e5yhehert	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	27.71.206.63	2019-09-26 14:18:56	2019-09-26 14:18:58
tranviet2	edasdasda	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:20:10	2019-09-26 13:24:49
tranviet3	edasdasdadssadad	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:20:28	2019-09-26 13:22:41
beobeo7	eeeeeeeeeee	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	117.4.67.250	2019-09-26 13:51:30	2019-09-26 13:51:51
tranviet1	eeeqweq	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:16:15	2019-09-26 13:16:33
nsnl13024	eherherherh	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	27.71.206.63	2019-09-26 13:26:54	2019-09-26 13:27:57
nsnl13024	eherhgfdh	Nga My xu t gia  	0	90	0	0	0	0	0	0	0	0	0	27.71.206.63	2019-09-26 13:25:13	2019-09-26 13:25:40
nhatbs	emlaai	Hi÷p ßÈc  	7	90	0	27000	0	0	0	0	0	0	1	171.242.152.68	2019-09-26 13:52:39	2019-09-26 14:15:33
tranviet6	eqwafa	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:32:44	2019-09-26 13:33:20
clone28	eqwe1231231	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.163.156.70	2019-09-26 13:52:33	2019-09-26 13:52:50
cayvang3	eqwe12e21	Thi’u L©m thi“n t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.224.179.173	2019-09-26 13:22:20	2019-09-26 13:22:36
tranviet15	eqweqeq	Thi’u L©m v‚ t®ng  	0	90	0	1	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 14:07:31	2019-09-26 14:24:10
tranvietzxc	eqweqeqe	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 14:18:38	2019-09-26 14:18:59
tranviet15	eqweqeqweq	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 14:08:40	2019-09-26 14:08:58
3666x77	eqweqwe	Nga My tÙc gia  	0	90	0	98500	0	0	0	0	0	0	0	123.20.26.141	2019-09-26 13:34:07	2019-09-26 13:36:32
3555x11	eqweqweqq	Nga My tÙc gia  	0	90	0	0	0	0	0	0	0	0	0	123.20.26.141	2019-09-26 13:56:48	2019-09-26 13:57:18
gameviet24h7x2	eqweqweqw	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.167.195.143	2019-09-26 13:33:34	2019-09-26 13:33:56
gameviet24h7x2	eqweqweqwe	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.167.195.143	2019-09-26 13:31:35	2019-09-26 13:31:53
niemmino8	eqwesdad	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.164.185.127	2019-09-26 13:50:34	2019-09-26 13:50:50
tanmom	eqwewqe	Nga My tÙc gia  	0	90	0	0	0	0	0	0	0	0	0	115.74.200.85	2019-09-26 13:22:16	2019-09-26 13:22:37
niemmino3	eqwxdcs	ß≠Íng M´n phÊ th´ng  	0	90	0	0	0	0	0	0	0	0	0	14.164.185.127	2019-09-26 13:19:05	2019-09-26 13:19:28
nsnl130210	erererthe	Nga My xu t gia  	0	90	0	0	0	0	0	0	0	0	0	27.71.206.63	2019-09-26 13:56:41	2019-09-26 13:57:29
maixuanhung142	erewrewrew	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.240.30.179	2019-09-26 13:38:16	2019-09-26 13:38:35
nsnl13024	ergerhethhe	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	27.71.206.63	2019-09-26 13:29:06	2019-09-26 13:30:19
nsnl130211	ergheergh	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	27.71.206.63	2019-09-26 14:01:10	2019-09-26 14:03:35
nsnl130210	ergherh34w	Nga My xu t gia  	0	90	0	0	0	0	0	0	0	0	0	27.71.206.63	2019-09-26 13:55:42	2019-09-26 13:56:13
nsnl130213	ergherh4h43we	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	27.71.206.63	2019-09-26 14:13:29	2019-09-26 14:15:15
nsnl130214	erherjetdej	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	27.71.206.63	2019-09-26 14:08:51	2019-09-26 14:11:38
nsnl130212	erhgfgngmnty	Nga My xu t gia  	0	90	0	0	0	0	0	0	0	0	0	27.71.206.63	2019-09-26 13:59:58	2019-09-26 14:01:30
zoko661	ERTTRRT	Thi’u L©m v‚ t®ng  	0	90	0	98500	0	0	0	0	0	0	0	1.53.53.163	2019-09-26 13:13:40	2019-09-26 13:29:16
test123vn	erwerq1	Thi’u L©m v‚ t®ng  	0	90	0	98500	0	0	0	0	0	0	0	1.53.53.163	2019-09-26 13:20:34	2019-09-26 13:21:26
dongdubai1	ESARLONG	Thi’u L©m v‚ t®ng  	0	90	0	400000	0	0	0	0	0	0	0	113.182.193.238	2019-09-26 13:34:36	2019-09-26 13:39:40
cayvang7	ew212e	Thi’u L©m thi“n t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.224.179.173	2019-09-26 13:33:03	2019-09-26 13:33:24
niemmino6	ewadsdasd	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.164.185.127	2019-09-26 13:37:32	2019-09-26 13:38:02
mjkjmjkj4	EWEQWEQWEW	D≠¨ng M´n Cung K˛  	0	90	0	200	0	0	0	0	0	0	0	171.246.216.6	2019-09-26 14:08:20	2019-09-26 14:09:43
vanhieulc115	ewewewe	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.160.150.63	2019-09-26 13:59:30	2019-09-26 13:59:50
nsnl13028	ewgwerhwse	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	27.71.206.63	2019-09-26 13:51:49	2019-09-26 13:52:04
cayvang2	ewqe12	Thi’u L©m thi“n t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.224.179.173	2019-09-26 13:20:58	2019-09-26 13:21:15
cayvang6	ewqe121	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.224.179.173	2019-09-26 13:29:32	2019-09-26 13:29:56
cayvang1	ewqe122	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.224.179.173	2019-09-26 13:18:10	2019-09-26 13:18:25
cayvang8	ewqe12e1	V‚ ßang tÙc gia  	0	90	0	0	0	0	0	0	0	0	0	171.224.179.173	2019-09-26 13:33:44	2019-09-26 13:33:58
cayvang5	ewqe1e2112	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.224.179.173	2019-09-26 13:27:03	2019-09-26 13:27:31
cayvang5	ewqe2112	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.224.179.173	2019-09-26 13:26:29	2019-09-26 13:26:47
cayvang01	ewqe21e21	V‚ ßang tÙc gia  	0	90	0	0	0	0	0	0	0	0	0	171.224.179.173	2019-09-26 13:38:25	2019-09-26 13:38:47
cayvang4	ewqe21e221	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.224.179.173	2019-09-26 13:24:54	2019-09-26 13:25:10
dongdubai2	ewr4353	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.182.193.238	2019-09-26 13:48:39	2019-09-26 13:52:32
jetemdj97	ewrerw	C∏i Bang § Y  	0	90	0	0	0	0	0	0	0	0	0	14.189.224.22	2019-09-26 13:10:20	2019-09-26 13:20:30
truong3	ewrwerwerwe	Thi’u L©m v‚ t®ng  	7	90	0	0	0	0	0	0	0	0	0	117.7.98.114	2019-09-26 14:09:40	2019-09-26 14:11:21
loveyou	ewwefwedd	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	27.71.209.197	2019-09-26 13:47:20	2019-09-26 13:47:42
simon22	Ezreal	Thi’u L©m v‚ t®ng  	7	90	0	0	0	0	0	0	0	0	1	171.246.139.20	2019-09-26 13:14:30	2019-09-26 13:17:27
tranviet11	fagafag	Thi’u L©m v‚ t®ng  	0	90	0	20000	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:48:40	2019-09-26 13:49:05
tranviet3	fasasadasda	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:21:51	2019-09-26 13:22:16
cbq1999vn	fASDGFABSIFUHASK	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	115.73.211.138	2019-09-26 13:27:24	2019-09-26 13:27:51
tranviet10	fasfafasa	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:46:28	2019-09-26 13:46:46
tranviet3	fdsfsÆ∏	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:23:25	2019-09-26 13:23:49
jetemdja	ffdfssf	ß≠Íng M´n phÊ th´ng  	0	90	0	0	0	0	0	0	0	0	0	14.189.224.22	2019-09-26 13:13:52	2019-09-26 13:14:17
beobeo4	ffffffffff	Thi’u L©m thi“n t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.241.44.9	2019-09-26 13:35:58	2019-09-26 13:36:19
tranviet7	fffffffffff	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:34:44	2019-09-26 13:35:00
tranviet7	fffffffffffds	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:35:41	2019-09-26 13:36:42
beobeo7	fffffffg	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.241.44.9	2019-09-26 13:52:17	2019-09-26 13:52:34
tranviet1	ffsdfsg	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:18:28	2019-09-26 13:18:46
duy1234vn	fgbfghtdf	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	1.53.53.163	2019-09-26 13:56:11	2019-09-26 14:02:19
beobeo4	fghgfh	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	117.4.67.250	2019-09-26 13:34:12	2019-09-26 13:34:36
beobeo1	fsdfsdfs	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	117.4.67.250	2019-09-26 13:18:06	2019-09-26 13:18:26
kuronasy	Full8x	Nga My tÙc gia  	7	90	0	100000	0	0	0	0	0	0	0	171.231.72.193	2019-09-26 13:15:16	2019-09-26 13:16:24
kuronasy	Full9x	V´ m´n ph∏i  	0	1	0	0	0	0	0	0	0	0	0	171.231.72.193	2019-09-26 13:14:53	2019-09-26 13:14:54
thanhtru2k0	gamevip1	Thi’u L©m v‚ t®ng  	7	90	0	97000	0	0	0	0	0	0	0	14.167.7.126	2019-09-26 14:13:36	2019-09-26 14:17:08
beobeo2	gdfgfdgd	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	117.4.67.250	2019-09-26 13:23:12	2019-09-26 13:23:55
idolhaovip2	gfdgbcvb	Thi’u L©m thi“n t®ng  	0	90	0	0	0	0	0	0	0	0	0	27.74.242.217	2019-09-26 13:44:20	2019-09-26 13:44:40
beobeo3	ggdfgfdgd	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	117.4.67.250	2019-09-26 13:26:22	2019-09-26 13:32:32
luomnguyen	ghfhhcfgdfg	Thi’u L©m v‚ t®ng  	7	90	0	100000	0	0	0	0	0	0	0	14.164.62.244	2019-09-26 13:36:45	2019-09-26 13:38:26
beobeo1	ghgfhfg	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	117.4.67.250	2019-09-26 13:20:06	2019-09-26 13:20:26
iobaongoc2016	ghglkhjgm	Thi’u L©m v‚ t®ng  	0	90	0	2715000	0	0	0	0	0	0	2000000	113.160.180.171	2019-09-26 13:06:40	2019-09-26 14:09:40
zoko661	ghjghj	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	1.53.53.163	2019-09-26 13:12:11	2019-09-26 13:31:40
mrteo1	ghjghjghj	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.182.197.232	2019-09-26 13:22:29	2019-09-26 13:23:38
beobeo2	ghjgjgh	V‚ ßang Æπo gia  	0	90	0	0	0	0	0	0	0	0	0	14.241.44.9	2019-09-26 13:21:45	2019-09-26 13:22:42
iobaongoc2016	ghjnflhnf	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.160.180.171	2019-09-26 13:05:26	2019-09-26 13:06:21
mrteo6	ghjng4444	V‚ ßang Æπo gia  	0	90	0	0	0	0	0	0	0	0	0	14.182.197.232	2019-09-26 14:01:48	2019-09-26 14:02:42
mrteo1	GHJNMGHJGHJ	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.182.197.232	2019-09-26 13:20:01	2019-09-26 13:21:16
mrteo6	ghnmbnm65	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.182.197.232	2019-09-26 13:58:09	2019-09-26 13:58:24
viruskinlove	GiÛpLi™ud—pTËng	Nga My tÙc gia  	7	90	0	100000	0	0	0	0	0	0	0	171.224.179.173	2019-09-26 13:01:22	2019-09-26 13:06:42
m0931504567	GirlXinh9x	Nga My tÙc gia  	0	90	0	0	0	0	0	0	0	0	0	14.251.58.4	2019-09-26 13:59:02	2019-09-26 14:01:28
iobaongoc2017	gjfnhfklh	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.160.180.171	2019-09-26 13:10:45	2019-09-26 13:11:01
iobaongoc2017	gnfhfdrte	Thi’u L©m v‚ t®ng  	0	90	0	543500	0	0	0	0	0	0	0	113.160.180.171	2019-09-26 13:11:30	2019-09-26 13:13:51
gnourt	Gnourt	ß≠Íng M´n phÊ th´ng  	7	90	0	100000	0	0	0	0	0	0	0	113.190.231.3	2019-09-26 13:00:39	2019-09-26 13:04:32
thiennguyen01	GrandSedona	Thi’u L©m v‚ t®ng  	7	90	0	100000	0	0	0	0	0	0	27	117.3.60.232	2019-09-26 13:10:05	2019-09-26 13:20:07
yindo99	HenBuyst	V‚ ßang tÙc gia  	0	90	0	0	0	0	0	0	0	0	0	14.253.2.172	2019-09-26 14:05:46	2019-09-26 14:07:05
iobaongoc2016	hgmhjg	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.160.180.171	2019-09-26 13:02:10	2019-09-26 13:02:54
dongdubai1	hgrtu4	Thi’u L©m v‚ t®ng  	0	90	0	8000	0	0	0	0	0	0	0	113.182.193.238	2019-09-26 13:44:43	2019-09-26 13:46:23
tranviet8	hhhhhhgg4	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:37:46	2019-09-26 13:38:03
tranviet5	hhhhhhhh	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:29:13	2019-09-26 13:29:29
beobeo4	hhhhhhhhhhh	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	117.4.67.250	2019-09-26 13:35:06	2019-09-26 13:35:26
vanhieulc116	hieuasdasd	Thi’u L©m v‚ t®ng  	7	90	0	0	0	0	0	0	0	0	0	113.160.150.63	2019-09-26 14:08:34	2019-09-26 14:11:37
vanhieulc113	hieunv	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.160.150.63	2019-09-26 13:23:30	2019-09-26 13:36:00
huhu1233	hihqiaml	Thi’u L©m thi“n t®ng  	7	90	0	100000	0	0	0	0	0	0	0	115.73.211.138	2019-09-26 13:57:49	2019-09-26 13:58:39
vanhieulc113	Hi’uNV	Thi’u L©m v‚ t®ng  	7	90	0	0	0	0	0	0	0	0	0	113.160.150.63	2019-09-26 13:21:51	2019-09-26 13:37:52
danvtdxbn	Hi÷pKh∏chßaT◊nh	Thi’u L©m v‚ t®ng  	7	90	0	91762	0	0	0	0	0	0	1702956	1.52.200.162	2019-09-26 13:04:36	2019-09-26 13:36:25
mrteo4	hjghj555	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.182.197.232	2019-09-26 13:49:01	2019-09-26 13:49:26
thanhvodanh96x	HNiBπchTuy’tZxZ	Nga My xu t gia  	7	90	0	98500	0	0	0	0	0	0	0	42.116.152.154	2019-09-26 14:04:34	2019-09-26 14:07:12
thanhvodanh96	HNiGirlBanhBeoZz	Hi÷p ßÈc  	7	90	0	1000000	0	0	0	0	0	0	200002	42.116.152.154	2019-09-26 13:49:08	2019-09-26 14:02:17
lesbigo	HPjx2GiaHan	Thi’u L©m v‚ t®ng  	7	90	0	0	0	0	0	0	0	0	0	115.78.206.222	2019-09-26 13:10:17	2019-09-26 13:10:41
minhdaits001	hrhrhrhrh	ß≠Íng M´n phÊ th´ng  	0	90	0	0	0	0	0	0	0	0	0	113.184.67.123	2019-09-26 13:48:42	2019-09-26 13:49:16
minhdaits034	hthththt	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.184.67.123	2019-09-26 13:47:16	2019-09-26 13:47:43
huhu1233	huhueee	C∏i Bang § Y  	0	90	0	98500	0	0	0	0	0	0	0	115.73.211.138	2019-09-26 14:12:37	2019-09-26 14:15:15
minhdaits034	huhuhuhu	D≠¨ng M´n th≠¨ng K˛  	0	90	0	0	0	0	0	0	0	0	0	113.184.67.123	2019-09-26 13:46:03	2019-09-26 13:46:29
m01684552192	huyenthoai	Thi’u L©m v‚ t®ng  	7	90	0	100000	0	0	0	0	0	0	0	14.251.58.4	2019-09-26 13:22:28	2019-09-26 13:25:02
m01684552192	HuyenThoaiII	Thi’u L©m v‚ t®ng  	7	90	0	98500	0	0	0	0	0	0	0	14.251.58.4	2019-09-26 13:46:28	2019-09-26 14:11:09
0976382117	H›pD©ng	Thi’u L©m v‚ t®ng  	7	90	0	100000	0	0	0	0	0	0	0	42.116.165.219	2019-09-26 14:09:47	2019-09-26 14:12:09
dungnguyen2299	HµHi÷p	V‚ ßang tÙc gia  	7	90	0	14790971	0	0	0	0	0	0	24	113.190.154.173	2019-09-26 13:00:38	2019-09-26 13:50:48
dungnguyen2299	HµNhung	V‚ ßang tÙc gia  	7	90	0	0	0	0	0	0	0	0	0	113.190.154.173	2019-09-26 13:26:15	2019-09-26 13:26:34
ak111sh	HæcThi’uGia	Thi’u L©m v‚ t®ng  	0	90	0	130096	0	0	0	0	0	0	4300014	42.118.9.162	2019-09-26 13:15:14	2019-09-26 13:32:11
luanluan1	i59Boo	Thi’u L©m v‚ t®ng  	7	90	0	10420000	0	0	0	0	0	0	1600000	171.232.99.19	2019-09-26 13:13:41	2019-09-26 13:33:31
gaogao1	i59zKayzP	Thi’u L©m v‚ t®ng  	7	90	0	100000	0	0	0	0	0	0	0	116.109.36.79	2019-09-26 14:06:08	2019-09-26 14:06:26
cbq1999vn	i8iAnh3	C∏i Bang T‹nh y  	0	90	0	0	0	0	0	0	0	0	0	115.73.211.138	2019-09-26 13:18:12	2019-09-26 13:22:22
yindo94	iAmSoHot	ß≠Íng M´n phÊ th´ng  	7	90	0	0	0	0	0	0	0	0	0	14.253.2.172	2019-09-26 13:59:04	2019-09-26 13:59:39
yindo99	iAmSolove	Nga My xu t gia  	0	90	0	0	0	0	0	0	0	0	0	14.253.2.172	2019-09-26 14:01:45	2019-09-26 14:03:35
huhu12333	iAnh3Meo	C∏i Bang T‹nh y  	0	90	0	0	0	0	0	0	0	0	0	115.73.211.138	2019-09-26 14:23:53	2019-09-26 14:23:54
phieulang93s	iBestBÛCu	V´ m´n ph∏i  	0	1	0	0	0	0	0	0	0	0	0		2019-09-26 13:37:11	1970-01-01 08:00:00
viethoacai	iBHxTrŒTr©u	V‚ ßang tÙc gia  	7	90	0	100000	0	0	0	0	0	0	22	42.118.118.119	2019-09-26 13:12:08	2019-09-26 13:48:17
r4inyl0v3	iC„AnhÎß©yRÂi	D≠¨ng M´n Cung K˛  	7	90	0	938500	0	0	0	0	0	0	1400000	113.161.198.40	2019-09-26 13:26:38	2019-09-26 13:30:25
conmeovang	iDlXaoLon	Thi’u L©m v‚ t®ng  	7	90	0	48500	0	0	0	0	0	0	0	117.0.141.186	2019-09-26 13:43:18	2019-09-26 14:22:46
conmeovang	iDlXaolone	Thi’u L©m v‚ t®ng  	7	90	0	100000	0	0	0	0	0	0	0	117.0.141.186	2019-09-26 13:05:54	2019-09-26 13:37:41
yindo94	iDontCry	C∏i Bang T‹nh y  	0	90	0	0	0	0	0	0	0	0	0	14.253.2.172	2019-09-26 14:17:06	2019-09-26 14:17:38
giomuadongbac	iHNxNh tQuy“n	Thi’u L©m v‚ t®ng  	7	90	0	50000	0	0	0	0	0	0	0	42.113.197.178	2019-09-26 13:30:00	2019-09-26 13:30:19
giomuadongbac	iHNxV©nOrin	ß≠Íng M´n phÊ th´ng  	0	90	0	0	0	0	0	0	0	0	0	42.113.197.178	2019-09-26 13:42:02	2019-09-26 13:43:36
mrteo197	iHPxThæng	Thi’u L©m v‚ t®ng  	7	90	0	1045587	0	0	0	0	0	0	34500070	14.182.197.232	2019-09-26 13:11:44	2019-09-26 14:21:01
dat1999vn	iiAnh3	C∏i Bang T‹nh y  	7	90	0	600000	0	0	0	0	0	0	24	115.73.211.138	2019-09-26 12:59:42	2019-09-26 13:25:20
ksnttsk14	iiAnhHÔngCÍLao	Thi’u L©m v‚ t®ng  	7	90	0	4200000	0	0	0	0	0	0	600008	113.161.198.40	2019-09-26 13:17:27	2019-09-26 14:05:10
phieulang93s	iIBestMÛtCu	Nga My xu t gia  	7	90	0	170010	0	0	0	0	0	0	0	113.177.73.163	2019-09-26 13:38:14	2019-09-26 13:55:47
concunam	IiCauNamPkiI	Thi’u L©m v‚ t®ng  	7	90	0	98500	0	0	0	0	0	0	0	123.25.233.245	2019-09-26 13:05:02	2019-09-26 13:09:54
minh123q1	iiHoaiThien	Thi’u L©m v‚ t®ng  	7	90	0	0	0	0	0	0	0	0	0	58.187.243.51	2019-09-26 13:00:43	2019-09-26 13:01:35
