ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
35243	Tèng_Thanh Long Nguyªn So¸i §Çu	0;103;10124;1	2	3	29		1	34076		
35244	Tèng_Thanh Long Nguyªn So¸i §Çu	0;103;10125;1	2	4	29		1	34077		
35245	Tèng_Thanh Long Nguyªn So¸i §Çu	0;103;10126;1	2	3	30		1	34078		
35246	Tèng_Thanh Long Nguyªn So¸i §Çu	0;103;10127;1	2	4	30		1	34079		
35247	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10128;1	1	1	2		1	33632		
35248	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10129;1	1	2	2		1	33633		
35249	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10130;1	1	1	3		1	33634		
35250	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10131;1	1	2	3		1	33635		
35251	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10132;1	1	1	4		1	33636		
35252	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10133;1	1	2	4		1	33637		
35253	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10134;1	1	1	6		1	33638		
35254	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10135;1	1	2	6		1	33639		
35255	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10136;1	2	3	6		1	33640		
35256	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10137;1	2	4	6		1	33641		
35257	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10138;1	2	3	8		1	33642		
35258	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10139;1	2	4	8		1	33643		
35259	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10140;1	2	3	9		1	33644		
35260	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10141;1	2	4	9		1	33645		
35261	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10142;1	1	1	11		1	33646		
35262	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10143;1	1	2	11		1	33647		
35263	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10144;1	2	3	11		1	33648		
35264	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10145;1	2	4	11		1	33649		
35265	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10146;1	1	1	12		1	33650		
35266	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10147;1	1	2	12		1	33651		
35267	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10148;1	2	3	12		1	33652		
35268	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10149;1	2	4	12		1	33653		
35269	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10150;1	1	1	14		1	33654		
35270	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10151;1	1	2	14		1	33655		
35271	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10152;1	2	3	14		1	33656		
35272	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10153;1	2	4	14		1	33657		
35273	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10154;1	1	1	15		1	33658		
35274	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10155;1	1	2	15		1	33659		
35275	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10156;1	2	3	15		1	33660		
35276	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10157;1	2	4	15		1	33661		
35277	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10158;1	1	1	17		1	33662		
35278	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10159;1	1	2	17		1	33663		
35279	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10160;1	2	3	17		1	33664		
35280	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10161;1	2	4	17		1	33665		
35281	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10162;1	1	1	18		1	33666		
35282	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10163;1	1	2	18		1	33667		
35283	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10164;1	2	3	18		1	33668		
35284	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10165;1	2	4	18		1	33669		
35285	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10166;1	1	1	20		1	33670		
35286	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10167;1	1	2	20		1	33671		
35287	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10168;1	2	3	20		1	33672		
35288	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10169;1	2	4	20		1	33673		
35289	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10170;1	1	1	21		1	33674		
35290	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10171;1	1	2	21		1	33675		
35291	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10172;1	2	3	21		1	33676		
35292	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10173;1	2	4	21		1	33677		
35293	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10174;1	1	1	23		1	33678		
35294	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10175;1	1	2	23		1	33679		
35295	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10176;1	1	1	25		1	33680		
35296	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10177;1	1	2	25		1	33681		
35297	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10178;1	2	3	25		1	33682		
35298	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10179;1	2	4	25		1	33683		
35299	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10180;1	1	1	26		1	33684		
35300	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10181;1	1	2	26		1	33685		
35301	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10182;1	2	3	26		1	33686		
35302	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10183;1	2	4	26		1	33687		
35303	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10184;1	1	1	27		1	33688		
35304	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10185;1	1	2	27		1	33689		
35305	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10186;1	2	3	27		1	33690		
35306	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10187;1	2	4	27		1	33691		
35307	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10188;1	2	3	29		1	33692		
35308	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10189;1	2	4	29		1	33693		
35309	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10190;1	2	3	30		1	33694		
35310	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;10191;1	2	4	30		1	33695		
35311	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10192;1	1	1	2		1	34464		
35312	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10193;1	1	2	2		1	34465		
35313	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10194;1	1	1	3		1	34466		
35314	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10195;1	1	2	3		1	34467		
35315	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10196;1	1	1	4		1	34468		
35316	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10197;1	1	2	4		1	34469		
35317	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10198;1	1	1	6		1	34470		
35318	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10199;1	1	2	6		1	34471		
35319	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10200;1	2	3	6		1	34472		
35320	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10201;1	2	4	6		1	34473		
35321	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10202;1	2	3	8		1	34474		
35322	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10203;1	2	4	8		1	34475		
35323	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10204;1	2	3	9		1	34476		
35324	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10205;1	2	4	9		1	34477		
35325	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10206;1	1	1	11		1	34478		
35326	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10207;1	1	2	11		1	34479		
35327	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10208;1	2	3	11		1	34480		
35328	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10209;1	2	4	11		1	34481		
35329	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10210;1	1	1	12		1	34482		
35330	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10211;1	1	2	12		1	34483		
35331	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10212;1	2	3	12		1	34484		
35332	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10213;1	2	4	12		1	34485		
35333	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10214;1	1	1	14		1	34486		
35334	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10215;1	1	2	14		1	34487		
35335	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10216;1	2	3	14		1	34488		
35336	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10217;1	2	4	14		1	34489		
35337	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10218;1	1	1	15		1	34490		
35338	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10219;1	1	2	15		1	34491		
35339	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10220;1	2	3	15		1	34492		
35340	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10221;1	2	4	15		1	34493		
35341	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10222;1	1	1	17		1	34494		
35342	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10223;1	1	2	17		1	34495		
35343	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10224;1	2	3	17		1	34496		
35344	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10225;1	2	4	17		1	34497		
35345	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10226;1	1	1	18		1	34498		
35346	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10227;1	1	2	18		1	34499		
35347	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10228;1	2	3	18		1	34500		
35348	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10229;1	2	4	18		1	34501		
35349	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10230;1	1	1	20		1	34502		
35350	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10231;1	1	2	20		1	34503		
35351	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10232;1	2	3	20		1	34504		
35352	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10233;1	2	4	20		1	34505		
35353	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10234;1	1	1	21		1	34506		
35354	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10235;1	1	2	21		1	34507		
35355	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10236;1	2	3	21		1	34508		
35356	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10237;1	2	4	21		1	34509		
35357	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10238;1	1	1	23		1	34510		
35358	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10239;1	1	2	23		1	34511		
35359	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10240;1	1	1	25		1	34512		
35360	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10241;1	1	2	25		1	34513		
35361	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10242;1	2	3	25		1	34514		
35362	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10243;1	2	4	25		1	34515		
35363	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10244;1	1	1	26		1	34516		
35364	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10245;1	1	2	26		1	34517		
35365	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10246;1	2	3	26		1	34518		
35366	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10247;1	2	4	26		1	34519		
35367	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10248;1	1	1	27		1	34520		
35368	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10249;1	1	2	27		1	34521		
35369	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10250;1	2	3	27		1	34522		
35370	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10251;1	2	4	27		1	34523		
35371	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10252;1	2	3	29		1	34524		
35372	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10253;1	2	4	29		1	34525		
35373	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10254;1	2	3	30		1	34526		
35374	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;10255;1	2	4	30		1	34527		
35375	Tèng_Thanh Long T­íng Qu©n y	0;100;10000;1	1	1	2		1	33312		
35376	Tèng_Thanh Long T­íng Qu©n y	0;100;10001;1	1	2	2		1	33313		
35377	Tèng_Thanh Long T­íng Qu©n y	0;100;10002;1	1	1	3		1	33314		
35378	Tèng_Thanh Long T­íng Qu©n y	0;100;10003;1	1	2	3		1	33315		
35379	Tèng_Thanh Long T­íng Qu©n y	0;100;10004;1	1	1	4		1	33316		
35380	Tèng_Thanh Long T­íng Qu©n y	0;100;10005;1	1	2	4		1	33317		
35381	Tèng_Thanh Long T­íng Qu©n y	0;100;10006;1	1	1	6		1	33318		
35382	Tèng_Thanh Long T­íng Qu©n y	0;100;10007;1	1	2	6		1	33319		
35383	Tèng_Thanh Long T­íng Qu©n y	0;100;10008;1	2	3	6		1	33320		
35384	Tèng_Thanh Long T­íng Qu©n y	0;100;10009;1	2	4	6		1	33321		
35385	Tèng_Thanh Long T­íng Qu©n y	0;100;10010;1	2	3	8		1	33322		
35386	Tèng_Thanh Long T­íng Qu©n y	0;100;10011;1	2	4	8		1	33323		
35387	Tèng_Thanh Long T­íng Qu©n y	0;100;10012;1	2	3	9		1	33324		
35388	Tèng_Thanh Long T­íng Qu©n y	0;100;10013;1	2	4	9		1	33325		
35389	Tèng_Thanh Long T­íng Qu©n y	0;100;10014;1	1	1	11		1	33326		
35390	Tèng_Thanh Long T­íng Qu©n y	0;100;10015;1	1	2	11		1	33327		
35391	Tèng_Thanh Long T­íng Qu©n y	0;100;10016;1	2	3	11		1	33328		
35392	Tèng_Thanh Long T­íng Qu©n y	0;100;10017;1	2	4	11		1	33329		
35393	Tèng_Thanh Long T­íng Qu©n y	0;100;10018;1	1	1	12		1	33330		
35394	Tèng_Thanh Long T­íng Qu©n y	0;100;10019;1	1	2	12		1	33331		
35395	Tèng_Thanh Long T­íng Qu©n y	0;100;10020;1	2	3	12		1	33332		
35396	Tèng_Thanh Long T­íng Qu©n y	0;100;10021;1	2	4	12		1	33333		
35397	Tèng_Thanh Long T­íng Qu©n y	0;100;10022;1	1	1	14		1	33334		
35398	Tèng_Thanh Long T­íng Qu©n y	0;100;10023;1	1	2	14		1	33335		
35399	Tèng_Thanh Long T­íng Qu©n y	0;100;10024;1	2	3	14		1	33336		
35400	Tèng_Thanh Long T­íng Qu©n y	0;100;10025;1	2	4	14		1	33337		
35401	Tèng_Thanh Long T­íng Qu©n y	0;100;10026;1	1	1	15		1	33338		
35402	Tèng_Thanh Long T­íng Qu©n y	0;100;10027;1	1	2	15		1	33339		
35403	Tèng_Thanh Long T­íng Qu©n y	0;100;10028;1	2	3	15		1	33340		
35404	Tèng_Thanh Long T­íng Qu©n y	0;100;10029;1	2	4	15		1	33341		
35405	Tèng_Thanh Long T­íng Qu©n y	0;100;10030;1	1	1	17		1	33342		
35406	Tèng_Thanh Long T­íng Qu©n y	0;100;10031;1	1	2	17		1	33343		
35407	Tèng_Thanh Long T­íng Qu©n y	0;100;10032;1	2	3	17		1	33344		
35408	Tèng_Thanh Long T­íng Qu©n y	0;100;10033;1	2	4	17		1	33345		
35409	Tèng_Thanh Long T­íng Qu©n y	0;100;10034;1	1	1	18		1	33346		
35410	Tèng_Thanh Long T­íng Qu©n y	0;100;10035;1	1	2	18		1	33347		
35411	Tèng_Thanh Long T­íng Qu©n y	0;100;10036;1	2	3	18		1	33348		
35412	Tèng_Thanh Long T­íng Qu©n y	0;100;10037;1	2	4	18		1	33349		
35413	Tèng_Thanh Long T­íng Qu©n y	0;100;10038;1	1	1	20		1	33350		
35414	Tèng_Thanh Long T­íng Qu©n y	0;100;10039;1	1	2	20		1	33351		
35415	Tèng_Thanh Long T­íng Qu©n y	0;100;10040;1	2	3	20		1	33352		
35416	Tèng_Thanh Long T­íng Qu©n y	0;100;10041;1	2	4	20		1	33353		
35417	Tèng_Thanh Long T­íng Qu©n y	0;100;10042;1	1	1	21		1	33354		
35418	Tèng_Thanh Long T­íng Qu©n y	0;100;10043;1	1	2	21		1	33355		
35419	Tèng_Thanh Long T­íng Qu©n y	0;100;10044;1	2	3	21		1	33356		
35420	Tèng_Thanh Long T­íng Qu©n y	0;100;10045;1	2	4	21		1	33357		
35421	Tèng_Thanh Long T­íng Qu©n y	0;100;10046;1	1	1	23		1	33358		
35422	Tèng_Thanh Long T­íng Qu©n y	0;100;10047;1	1	2	23		1	33359		
35423	Tèng_Thanh Long T­íng Qu©n y	0;100;10048;1	1	1	25		1	33360		
35424	Tèng_Thanh Long T­íng Qu©n y	0;100;10049;1	1	2	25		1	33361		
35425	Tèng_Thanh Long T­íng Qu©n y	0;100;10050;1	2	3	25		1	33362		
35426	Tèng_Thanh Long T­íng Qu©n y	0;100;10051;1	2	4	25		1	33363		
35427	Tèng_Thanh Long T­íng Qu©n y	0;100;10052;1	1	1	26		1	33364		
35428	Tèng_Thanh Long T­íng Qu©n y	0;100;10053;1	1	2	26		1	33365		
35429	Tèng_Thanh Long T­íng Qu©n y	0;100;10054;1	2	3	26		1	33366		
35430	Tèng_Thanh Long T­íng Qu©n y	0;100;10055;1	2	4	26		1	33367		
35431	Tèng_Thanh Long T­íng Qu©n y	0;100;10056;1	1	1	27		1	33368		
35432	Tèng_Thanh Long T­íng Qu©n y	0;100;10057;1	1	2	27		1	33369		
35433	Tèng_Thanh Long T­íng Qu©n y	0;100;10058;1	2	3	27		1	33370		
35434	Tèng_Thanh Long T­íng Qu©n y	0;100;10059;1	2	4	27		1	33371		
35435	Tèng_Thanh Long T­íng Qu©n y	0;100;10060;1	2	3	29		1	33372		
35436	Tèng_Thanh Long T­íng Qu©n y	0;100;10061;1	2	4	29		1	33373		
35437	Tèng_Thanh Long T­íng Qu©n y	0;100;10062;1	2	3	30		1	33374		
35438	Tèng_Thanh Long T­íng Qu©n y	0;100;10063;1	2	4	30		1	33375		
35439	Tèng_Thanh Long Nguyªn So¸i y	0;100;10064;1	1	1	2		1	34080		
35440	Tèng_Thanh Long Nguyªn So¸i y	0;100;10065;1	1	2	2		1	34081		
35441	Tèng_Thanh Long Nguyªn So¸i y	0;100;10066;1	1	1	3		1	34082		
35442	Tèng_Thanh Long Nguyªn So¸i y	0;100;10067;1	1	2	3		1	34083		
35443	Tèng_Thanh Long Nguyªn So¸i y	0;100;10068;1	1	1	4		1	34084		
35444	Tèng_Thanh Long Nguyªn So¸i y	0;100;10069;1	1	2	4		1	34085		
35445	Tèng_Thanh Long Nguyªn So¸i y	0;100;10070;1	1	1	6		1	34086		
35446	Tèng_Thanh Long Nguyªn So¸i y	0;100;10071;1	1	2	6		1	34087		
35447	Tèng_Thanh Long Nguyªn So¸i y	0;100;10072;1	2	3	6		1	34088		
35448	Tèng_Thanh Long Nguyªn So¸i y	0;100;10073;1	2	4	6		1	34089		
35449	Tèng_Thanh Long Nguyªn So¸i y	0;100;10074;1	2	3	8		1	34090		
35450	Tèng_Thanh Long Nguyªn So¸i y	0;100;10075;1	2	4	8		1	34091		
35451	Tèng_Thanh Long Nguyªn So¸i y	0;100;10076;1	2	3	9		1	34092		
35452	Tèng_Thanh Long Nguyªn So¸i y	0;100;10077;1	2	4	9		1	34093		
35453	Tèng_Thanh Long Nguyªn So¸i y	0;100;10078;1	1	1	11		1	34094		
35454	Tèng_Thanh Long Nguyªn So¸i y	0;100;10079;1	1	2	11		1	34095		
35455	Tèng_Thanh Long Nguyªn So¸i y	0;100;10080;1	2	3	11		1	34096		
35456	Tèng_Thanh Long Nguyªn So¸i y	0;100;10081;1	2	4	11		1	34097		
35457	Tèng_Thanh Long Nguyªn So¸i y	0;100;10082;1	1	1	12		1	34098		
35458	Tèng_Thanh Long Nguyªn So¸i y	0;100;10083;1	1	2	12		1	34099		
35459	Tèng_Thanh Long Nguyªn So¸i y	0;100;10084;1	2	3	12		1	34100		
35460	Tèng_Thanh Long Nguyªn So¸i y	0;100;10085;1	2	4	12		1	34101		
35461	Tèng_Thanh Long Nguyªn So¸i y	0;100;10086;1	1	1	14		1	34102		
35462	Tèng_Thanh Long Nguyªn So¸i y	0;100;10087;1	1	2	14		1	34103		
35463	Tèng_Thanh Long Nguyªn So¸i y	0;100;10088;1	2	3	14		1	34104		
35464	Tèng_Thanh Long Nguyªn So¸i y	0;100;10089;1	2	4	14		1	34105		
35465	Tèng_Thanh Long Nguyªn So¸i y	0;100;10090;1	1	1	15		1	34106		
35466	Tèng_Thanh Long Nguyªn So¸i y	0;100;10091;1	1	2	15		1	34107		
35467	Tèng_Thanh Long Nguyªn So¸i y	0;100;10092;1	2	3	15		1	34108		
35468	Tèng_Thanh Long Nguyªn So¸i y	0;100;10093;1	2	4	15		1	34109		
35469	Tèng_Thanh Long Nguyªn So¸i y	0;100;10094;1	1	1	17		1	34110		
35470	Tèng_Thanh Long Nguyªn So¸i y	0;100;10095;1	1	2	17		1	34111		
35471	Tèng_Thanh Long Nguyªn So¸i y	0;100;10096;1	2	3	17		1	34112		
35472	Tèng_Thanh Long Nguyªn So¸i y	0;100;10097;1	2	4	17		1	34113		
35473	Tèng_Thanh Long Nguyªn So¸i y	0;100;10098;1	1	1	18		1	34114		
35474	Tèng_Thanh Long Nguyªn So¸i y	0;100;10099;1	1	2	18		1	34115		
35475	Tèng_Thanh Long Nguyªn So¸i y	0;100;10100;1	2	3	18		1	34116		
35476	Tèng_Thanh Long Nguyªn So¸i y	0;100;10101;1	2	4	18		1	34117		
35477	Tèng_Thanh Long Nguyªn So¸i y	0;100;10102;1	1	1	20		1	34118		
35478	Tèng_Thanh Long Nguyªn So¸i y	0;100;10103;1	1	2	20		1	34119		
35479	Tèng_Thanh Long Nguyªn So¸i y	0;100;10104;1	2	3	20		1	34120		
35480	Tèng_Thanh Long Nguyªn So¸i y	0;100;10105;1	2	4	20		1	34121		
35481	Tèng_Thanh Long Nguyªn So¸i y	0;100;10106;1	1	1	21		1	34122		
35482	Tèng_Thanh Long Nguyªn So¸i y	0;100;10107;1	1	2	21		1	34123		
35483	Tèng_Thanh Long Nguyªn So¸i y	0;100;10108;1	2	3	21		1	34124		
35484	Tèng_Thanh Long Nguyªn So¸i y	0;100;10109;1	2	4	21		1	34125		
35485	Tèng_Thanh Long Nguyªn So¸i y	0;100;10110;1	1	1	23		1	34126		
35486	Tèng_Thanh Long Nguyªn So¸i y	0;100;10111;1	1	2	23		1	34127		
35487	Tèng_Thanh Long Nguyªn So¸i y	0;100;10112;1	1	1	25		1	34128		
35488	Tèng_Thanh Long Nguyªn So¸i y	0;100;10113;1	1	2	25		1	34129		
35489	Tèng_Thanh Long Nguyªn So¸i y	0;100;10114;1	2	3	25		1	34130		
35490	Tèng_Thanh Long Nguyªn So¸i y	0;100;10115;1	2	4	25		1	34131		
35491	Tèng_Thanh Long Nguyªn So¸i y	0;100;10116;1	1	1	26		1	34132		
35492	Tèng_Thanh Long Nguyªn So¸i y	0;100;10117;1	1	2	26		1	34133		
35493	Tèng_Thanh Long Nguyªn So¸i y	0;100;10118;1	2	3	26		1	34134		
35494	Tèng_Thanh Long Nguyªn So¸i y	0;100;10119;1	2	4	26		1	34135		
35495	Tèng_Thanh Long Nguyªn So¸i y	0;100;10120;1	1	1	27		1	34136		
35496	Tèng_Thanh Long Nguyªn So¸i y	0;100;10121;1	1	2	27		1	34137		
35497	Tèng_Thanh Long Nguyªn So¸i y	0;100;10122;1	2	3	27		1	34138		
35498	Tèng_Thanh Long Nguyªn So¸i y	0;100;10123;1	2	4	27		1	34139		
35499	Tèng_Thanh Long Nguyªn So¸i y	0;100;10124;1	2	3	29		1	34140		
35500	Tèng_Thanh Long Nguyªn So¸i y	0;100;10125;1	2	4	29		1	34141		
35501	Tèng_Thanh Long Nguyªn So¸i y	0;100;10126;1	2	3	30		1	34142		
35502	Tèng_Thanh Long Nguyªn So¸i y	0;100;10127;1	2	4	30		1	34143		
35503	Liªu_Thanh Long T­íng Qu©n y	0;100;10128;1	1	1	2		1	33696		
35504	Liªu_Thanh Long T­íng Qu©n y	0;100;10129;1	1	2	2		1	33697		
35505	Liªu_Thanh Long T­íng Qu©n y	0;100;10130;1	1	1	3		1	33698		
35506	Liªu_Thanh Long T­íng Qu©n y	0;100;10131;1	1	2	3		1	33699		
35507	Liªu_Thanh Long T­íng Qu©n y	0;100;10132;1	1	1	4		1	33700		
35508	Liªu_Thanh Long T­íng Qu©n y	0;100;10133;1	1	2	4		1	33701		
35509	Liªu_Thanh Long T­íng Qu©n y	0;100;10134;1	1	1	6		1	33702		
35510	Liªu_Thanh Long T­íng Qu©n y	0;100;10135;1	1	2	6		1	33703		
35511	Liªu_Thanh Long T­íng Qu©n y	0;100;10136;1	2	3	6		1	33704		
35512	Liªu_Thanh Long T­íng Qu©n y	0;100;10137;1	2	4	6		1	33705		
35513	Liªu_Thanh Long T­íng Qu©n y	0;100;10138;1	2	3	8		1	33706		
35514	Liªu_Thanh Long T­íng Qu©n y	0;100;10139;1	2	4	8		1	33707		
35515	Liªu_Thanh Long T­íng Qu©n y	0;100;10140;1	2	3	9		1	33708		
35516	Liªu_Thanh Long T­íng Qu©n y	0;100;10141;1	2	4	9		1	33709		
35517	Liªu_Thanh Long T­íng Qu©n y	0;100;10142;1	1	1	11		1	33710		
35518	Liªu_Thanh Long T­íng Qu©n y	0;100;10143;1	1	2	11		1	33711		
35519	Liªu_Thanh Long T­íng Qu©n y	0;100;10144;1	2	3	11		1	33712		
35520	Liªu_Thanh Long T­íng Qu©n y	0;100;10145;1	2	4	11		1	33713		
35521	Liªu_Thanh Long T­íng Qu©n y	0;100;10146;1	1	1	12		1	33714		
35522	Liªu_Thanh Long T­íng Qu©n y	0;100;10147;1	1	2	12		1	33715		
35523	Liªu_Thanh Long T­íng Qu©n y	0;100;10148;1	2	3	12		1	33716		
35524	Liªu_Thanh Long T­íng Qu©n y	0;100;10149;1	2	4	12		1	33717		
35525	Liªu_Thanh Long T­íng Qu©n y	0;100;10150;1	1	1	14		1	33718		
35526	Liªu_Thanh Long T­íng Qu©n y	0;100;10151;1	1	2	14		1	33719		
35527	Liªu_Thanh Long T­íng Qu©n y	0;100;10152;1	2	3	14		1	33720		
35528	Liªu_Thanh Long T­íng Qu©n y	0;100;10153;1	2	4	14		1	33721		
35529	Liªu_Thanh Long T­íng Qu©n y	0;100;10154;1	1	1	15		1	33722		
35530	Liªu_Thanh Long T­íng Qu©n y	0;100;10155;1	1	2	15		1	33723		
35531	Liªu_Thanh Long T­íng Qu©n y	0;100;10156;1	2	3	15		1	33724		
35532	Liªu_Thanh Long T­íng Qu©n y	0;100;10157;1	2	4	15		1	33725		
35533	Liªu_Thanh Long T­íng Qu©n y	0;100;10158;1	1	1	17		1	33726		
