=============================Item Count==============================
sItem Name	nItem ID	nItem Detail Id	nItem Particular Id	nItem Count
 H¾c V« Th­êng M·nh §	0	100	2023	0
 H¾c V« Th­êng M·nh §	0	100	2024	0
 H¾c V« Th­êng M·nh §	0	101	2021	0
 H¾c V« Th­êng M·nh §	0	101	2022	0
 H¾c V« Th­êng M·nh §	0	101	2023	0
 H¾c V« Th­êng M·nh §	0	101	2024	0
 H¾c V« Th­êng M·nh §	0	7	2021	0
 H¾c V« Th­êng M·nh §	0	7	2022	0
 H¾c V« Th­êng M·nh §	0	7	2023	0
 H¾c V« Th­êng M·nh §	0	7	2024	0
 H¾c V« Th­êng M·nh §	0	102	2021	0
 H¾c V« Th­êng M·nh §	0	102	2022	0
 H¾c V« Th­êng M·nh §	0	102	2023	0
 H¾c V« Th­êng M·nh §	0	102	2024	0
 U Minh Thiªn Qu©n Th	0	100	2071	0
 U Minh Thiªn Qu©n Th	0	100	2072	0
 U Minh Thiªn Qu©n Th	0	100	2073	0
 U Minh Thiªn Qu©n Th	0	100	2074	0
 U Minh Thiªn Qu©n Qu	0	103	2071	0
 U Minh Thiªn Qu©n Qu	0	103	2072	0
 U Minh Thiªn Qu©n Qu	0	103	2073	0
 U Minh Thiªn Qu©n Qu	0	103	2074	0
 U Minh Thiªn Qu©n §a	0	7	2071	0
 U Minh Thiªn Qu©n §a	0	7	2072	0
 U Minh Thiªn Qu©n §a	0	7	2073	0
 U Minh Thiªn Qu©n §a	0	7	2074	0
 U Minh Thiªn Qu©n Tr	0	101	2071	0
 U Minh Thiªn Qu©n Tr	0	101	2072	0
 U Minh Thiªn Qu©n Tr	0	101	2073	0
 U Minh Thiªn Qu©n Tr	0	101	2074	0
 U Minh Thiªn Qu©n Bé	0	102	2071	0
 U Minh Thiªn Qu©n Bé	0	102	2072	0
 U Minh Thiªn Qu©n Bé	0	102	2073	0
 U Minh Thiªn Qu©n Bé	0	102	2074	0
 U Lung L­u V¨n Th­ên	0	100	2051	0
 U Lung L­u V¨n Th­ên	0	100	2052	0
 U Lung L­u V¨n Th­ên	0	100	2053	0
 U Lung L­u V¨n Th­ên	0	100	2054	0
 U Lung L­u V¨n Qu¸n 	0	103	2051	0
 U Lung L­u V¨n Qu¸n 	0	103	2052	0
 U Lung L­u V¨n Qu¸n 	0	103	2053	0
 U Lung L­u V¨n Qu¸n 	0	103	2054	0
 U Lung L­u V¨n §ao -	0	7	2051	0
 U Lung L­u V¨n §ao -	0	7	2052	0
 U Lung L­u V¨n §ao -	0	7	2053	0
 U Lung L­u V¨n §ao -	0	7	2054	0
 U Lung L­u V¨n Trang	0	101	2051	0
 U Lung L­u V¨n Trang	0	101	2052	0
 U Lung L­u V¨n Trang	0	101	2053	0
 U Lung L­u V¨n Trang	0	101	2054	0
 U Lung L­u V¨n Béi -	0	102	2051	0
 U Lung L­u V¨n Béi -	0	102	2052	0
 U Lung L­u V¨n Béi -	0	102	2053	0
 U Lung L­u V¨n Béi -	0	102	2054	0
 §éc Tµm diÖn - Nam t	0	103	2101	0
 §éc Tµm diÖn - Nam k	0	103	2102	0
 §éc Tµm diÖn - N÷ gî	0	103	2103	0
 §éc Tµm diÖn - KiÒu 	0	103	2104	0
 §éc Tµm Y - Nam tiªu	0	100	2101	0
 §éc Tµm Y - Nam kh«i	0	100	2102	0
 §éc Tµm Y - N÷ gîi c	0	100	2103	0
  §éc Tµm Y - KiÒu n÷	0	100	2104	0
 §éc Tµm Tr¶o - Nam t	0	11	2101	0
 §éc Tµm Tr¶o - Nam k	0	11	2102	0
 §éc Tµm Tr¶o - N÷ gî	0	11	2103	0
 §éc Tµm Tr¶o - KiÒu 	0	11	2104	0
 §éc Tµm phôc - Nam t	0	101	2101	0
 §éc Tµm phôc - Nam k	0	101	2102	0
 §éc Tµm phôc - N÷ gî	0	101	2103	0
 §éc Tµm phôc - KiÒu 	0	101	2104	0
 Thùc T©m §éc Tr¶o - 	0	11	2111	0
 Thùc T©m §éc Tr¶o - 	0	11	2112	0
 Thùc T©m §éc Tr¶o - 	0	11	2113	0
 Thùc T©m §éc Tr¶o - 	0	11	2114	0
 Thùc T©m diÖn - Nam 	0	103	2111	0
 Thùc T©m diÖn - Nam 	0	103	2112	0
 Thùc T©m diÖn - N÷ g	0	103	2113	0
 Thùc T©m diÖn - KiÒu	0	103	2114	0
 Thùc T©m béi - Nam t	0	102	2111	0
 Thùc T©m béi - Nam k	0	102	2112	0
 Thùc T©m béi - N÷ gî	0	102	2113	0
 Thùc T©m béi - KiÒu 	0	102	2114	0
 Thùc T©m Y - Nam tiª	0	100	2111	0
 Thùc T©m Y - Nam kh«	0	100	2112	0
 Thùc T©m Y - N÷ gîi 	0	100	2113	0
 Thùc T©m Y - KiÒu n÷	0	100	2114	0
 Thùc T©m phôc - Nam 	0	101	2111	0
 Thùc T©m phôc - Nam 	0	101	2112	0
 Thùc T©m phôc - N÷ g	0	101	2113	0
 Thùc T©m phôc - KiÒu	0	101	2114	0
 B¹ch V« Th­êng Ngôy 	0	100	2121	0
 B¹ch V« Th­êng Ngôy 	0	100	2122	0
 B¹ch V« Th­êng Ngôy 	0	100	2123	0
 B¹ch V« Th­êng Ngôy 	0	100	2124	0
 B¹ch v« th­êng Ngôy 	0	101	2121	0
 B¹ch v« th­êng Ngôy 	0	101	2122	0
 B¹ch v« th­êng Ngôy 	0	101	2123	0
 B¹ch v« th­êng Ngôy 	0	101	2124	0
 Quû ®éc diÖn - Nam t	0	103	2121	0
 Quû ®éc diÖn - Nam k	0	103	2122	0
 Quû ®éc diÖn - N÷ gî	0	103	2123	0
 Quû ®éc diÖn - KiÒu 	0	103	2124	0
 B¹ch V« Th­êng Ngôy 	0	11	2121	0
 B¹ch V« Th­êng Ngôy 	0	11	2122	0
 B¹ch V« Th­êng Ngôy 	0	11	2123	0
 B¹ch V« Th­êng Ngôy 	0	11	2124	0
 Quû ®éc HuyÕt Béi - 	0	102	2121	0
 Quû ®éc HuyÕt Béi - 	0	102	2122	0
 Quû ®éc HuyÕt Béi - 	0	102	2123	0
 Quû ®éc HuyÕt Béi - 	0	102	2124	0
 Quû ®éc H¾c Hoµn - N	0	102	2125	0
 Quû ®éc H¾c Hoµn - N	0	102	2126	0
 Quû ®éc H¾c Hoµn - N	0	102	2127	0
 Quû ®éc H¾c Hoµn - K	0	102	2128	0
 Miªu T©m Th­êng - Na	0	100	2171	0
 Miªu T©m Th­êng - Na	0	100	2172	0
 Miªu T©m Th­êng - N÷	0	100	2173	0
 Miªu T©m Th­êng - Ki	0	100	2174	0
 Miªu T©m Qu¸n - Nam 	0	103	2171	0
 Miªu T©m Qu¸n - Nam 	0	103	2172	0
 Miªu T©m Qu¸n - N÷ g	0	103	2173	0
 Miªu T©m Qu¸n - KiÒu	0	103	2174	0
 Miªu T©m Tr¶o - Nam 	0	11	2171	0
 Miªu T©m Tr¶o - Nam 	0	11	2172	0
 Miªu T©m Tr¶o - N÷ g	0	11	2173	0
 Miªu T©m Tr¶o - KiÒu	0	11	2174	0
 Miªu T©m Trang - Nam	0	101	2171	0
 Miªu T©m Trang - Nam	0	101	2172	0
 Miªu T©m Trang - N÷ 	0	101	2173	0
 Miªu T©m Trang - KiÒ	0	101	2174	0
 Miªu T©m Béi - Nam t	0	102	2171	0
 Miªu T©m Béi - Nam k	0	102	2172	0
 Miªu T©m Béi - N÷ gî	0	102	2173	0
 Miªu T©m Béi - KiÒu 	0	102	2174	0
 Miªu Cæ Th­êng - Nam	0	100	2151	0
 Miªu Cæ Th­êng - Nam	0	100	2152	0
 Miªu Cæ Th­êng - N÷ 	0	100	2153	0
 Miªu Cæ Th­êng - KiÒ	0	100	2154	0
 Miªu Cæ Qu¸n - Nam t	0	103	2151	0
 Miªu Cæ Qu¸n - Nam k	0	103	2152	0
 Miªu Cæ Qu¸n - N÷ gî	0	103	2153	0
 Miªu Cæ Qu¸n - KiÒu 	0	103	2154	0
 Miªu Cæ Tr¶o - Nam t	0	11	2151	0
 Miªu Cæ Tr¶o - Nam k	0	11	2152	0
 Miªu Cæ Tr¶o - N÷ gî	0	11	2153	0
 Miªu Cæ Tr¶o - KiÒu 	0	11	2154	0
 Miªu Cæ Trang - Nam 	0	101	2151	0
 Miªu Cæ Trang - Nam 	0	101	2152	0
 Miªu Cæ Trang - N÷ g	0	101	2153	0
 Miªu Cæ Trang - KiÒu	0	101	2154	0
 Miªu Cæ Béi - Nam ti	0	102	2151	0
 Miªu Cæ Béi - Nam kh	0	102	2152	0
 Miªu Cæ Béi - N÷ gîi	0	102	2153	0
 Miªu Cæ Béi - KiÒu n	0	102	2154	0
       C©y b¸t nh· to	2	0	398	0
      C©y b¸t nh· nhá	2	0	504	0
 Vßng th¸i h­ b¸t qu¸	2	1	473	0
 Vßng th¸i h­ b¸t qu¸	2	1	474	0
 Vßng th¸i h­ b¸t qu¸	2	1	469	0
 Vßng th¸i h­ b¸t qu¸	2	1	470	0
 Vßng th¸i h­ b¸t qu¸	2	1	471	0
 Vßng th¸i h­ b¸t qu¸	2	1	472	0
 Vßng th¸i h­ b¸t qu¸	2	1	475	0
 Vßng th¸i h­ b¸t qu¸	2	1	476	0
          Thiªn th¹ch	2	2	8	0
     M¶nh thiªn th¹ch	2	2	7	0
           B¨ng th¹ch	2	1	149	0
      M¶nh b¨ng th¹ch	2	1	148	0
      Bæ Kim MËt tÞch	0	107	61	0
    Bæ Th¹ch MËt tÞch	0	107	62	0
     Ngò Quû MËt tÞch	0	107	63	0
    Thiªn hµ mËt tÞch	0	107	64	0
       Tö hµ mËt tÞch	0	107	65	0
          Chiªm y phæ	0	107	66	0
    Ngò hµnh mËt tÞch	0	107	155	0
 NhÊt D­¬ng Bót - Nam	0	9	1551	0
 NhÊt D­¬ng Bót - Nam	0	9	1552	0
 NhÊt D­¬ng Bót - N÷ 	0	9	1553	0
 NhÊt D­¬ng Bót - KiÒ	0	9	1554	0
 NhÊt D­¬ng Ngäc Bót 	0	9	1581	0
 NhÊt D­¬ng Ngäc Bót 	0	9	1582	0
 NhÊt D­¬ng Ngäc Bót 	0	9	1583	0
 NhÊt D­¬ng Ngäc Bót 	0	9	1584	0
 NhÊt D­¬ng Ngäc Qu¸n	0	103	1581	0
 NhÊt D­¬ng Ngäc Qu¸n	0	103	1582	0
 NhÊt D­¬ng Ngäc Qu¸n	0	103	1583	0
 NhÊt D­¬ng Ngäc Qu¸n	0	103	1584	0
 NhÊt D­¬ng Ngäc Béi 	0	102	1581	0
 NhÊt D­¬ng Ngäc Béi 	0	102	1582	0
 NhÊt D­¬ng Ngäc Béi 	0	102	1583	0
 NhÊt D­¬ng Ngäc Béi 	0	102	1584	0
 NhÊt D­¬ng Ngäc Th­ê	0	100	1581	0
 NhÊt D­¬ng Ngäc Th­ê	0	100	1582	0
 NhÊt D­¬ng Ngäc Th­ê	0	100	1583	0
 NhÊt D­¬ng Ngäc Th­ê	0	100	1584	0
 NhÊt D­¬ng Ngäc Tran	0	101	1581	0
 NhÊt D­¬ng Ngäc Tran	0	101	1582	0
 NhÊt D­¬ng Ngäc Tran	0	101	1583	0
 NhÊt D­¬ng Ngäc Tran	0	101	1584	0
        B¹ch C©u Hoµn	2	1	270	0
        Lôc ThÇn Hoµn	2	1	1064	0
        ThÇn N«ng §¬n	2	1	343	0
        Tiªu KiÕp T¸n	2	0	141	0
          TÈy Tñy §¬n	2	0	136	0
 Thiªn H­¬ng CÈm Tôc_	2	1	1031	0
 H¾c Ngäc §o¹n Tôc Ca	2	1	1032	0
 NhÊt Nguyªn Phôc Khë	2	1	1033	0
 V¹n VËt Quy Nguyªn §	2	1	1034	0
 Ngò Hoa Ngäc Lé Hoµn	2	1	1035	0
 Sinh Sinh Hãa T¸n_Tó	2	1	1036	0
     ThÇn hµnh bÝ phæ	0	200	39	0
         ThÕ th©n phï	2	0	556	0
  Tói d­îc phÈm (nhá)	2	1	477	0
   Tói d­îc phÈm(lín)	2	1	478	0
       Cuèc céng c«ng	0	200	23	0
         L«i thÇn ®ao	0	200	24	0
         Cuèc viªm ®Õ	0	200	25	0
           Bµn cæ phñ	0	200	26	0
         Chøc n÷ thoa	0	200	27	0
       Cuèc thÇn n«ng	0	200	28	0
         Thiªn s­ khÝ	0	200	38	0
         Thu thi qu¸n	0	108	195	0
          Thu thi bµo	0	109	255	0
         Thu thi ngoa	0	110	85	0
         §«ng hµn m·o	0	108	196	0
        §«ng hµn gi¸p	0	109	256	0
        §«ng hµn ngoa	0	110	86	0
          H¹ vinh kÕt	0	108	197	0
        H¹ vinh trang	0	109	257	0
         H¹ vinh quÇn	0	110	87	0
       Xu©n no·n tr©m	0	108	198	0
     Xu©n no·n th­êng	0	109	258	0
       Xu©n no·n quÇn	0	110	88	0
         TuÕ Thñ qu¸n	0	108	139	0
          TuÕ thñ bµo	0	109	185	0
         TuÕ thñ ngoa	0	110	81	0
        ChÝnh sãc m·o	0	108	140	0
       ChÝnh sãc gi¸p	0	109	186	0
       ChÝnh sãc ngoa	0	110	82	0
        T©n chÝnh kÕt	0	108	141	0
        T©n chÝnh ®¹i	0	109	187	0
       T©n chÝnh quÇn	0	110	83	0
    Nguyªn chÝnh tr©m	0	108	142	0
  Nguyªn chÝnh th­êng	0	109	188	0
    Nguyªn chÝnh quÇn	0	110	84	0
       KiÕm tuyÖt c©n	0	108	135	0
         KiÕm tuyÖt ý	0	109	181	0
     KiÕm tuyÖt trang	0	110	77	0
       HiÖp khiÕu c©n	0	108	136	0
      HiÖp khiÕu gi¸p	0	109	182	0
      HiÖp tiÕu trang	0	110	78	0
        T×nh hinh kÕt	0	108	137	0
     T×nh hinh th­êng	0	109	183	0
       V¸y h­¬ng t×nh	0	110	79	0
      Duyªn doanh c©n	0	108	138	0
   Duyªn doanh th­êng	0	109	184	0
       V¸y duyªn t×nh	0	110	80	0
            VÖ quèc y	0	109	121	0
          H¾c thiÕt y	0	109	122	0
             Tö vËn y	0	109	124	0
          Thóy nh©n y	0	109	123	0
         B¹ch t«ng m·	0	105	8	0
          H¾c t«ng m·	0	105	7	0
         Hång t«ng m·	0	105	5	0
        Hoµng t«ng m·	0	105	6	0
              Bé c¶nh	0	105	13	0
          Hèt l«i b¸c	0	105	12	0
             XÝch thè	0	105	9	3
  Tr¶o hoµng phi ®iÖn	0	105	11	0
              B¹ch m·	0	105	34	0
               Tñ nhá	2	1	1069	0
                Tñ ¸o	2	1	1070	0
 M¶nh mËt tÞch thÊt l	2	1	1088	0
 H­íng dÉn chÕ t¹o th	2	1	1086	0
 Cæ §Ýnh ch­a gi¸m ®Þ	2	1	379	0
 LiÖt DiÖm ch­a gi¸m 	2	1	377	0
 A La H¸n Tr­îng ch­a	2	1	382	0
 V¹n NhÉn ch­a gi¸m ®	2	1	375	0
 M·n Thiªn Hoa Vò ch­	2	1	378	0
 Háa Tinh ch­a gi¸m ®	2	1	376	0
 Hi Nh©n CÇm ch­a gi¸	2	1	380	0
 ThÇn Hµnh ch­a gi¸m 	2	1	381	0
 §¹i Hµo L«i Th­¬ng c	2	1	383	0
 ThÇn Cung ch­a gi¸m 	2	1	384	0
 L¨ng Phong ch­a gi¸m	2	1	386	0
 M·nh Hæ ch­a gi¸m ®Þ	2	1	385	0
   Th¸i H­ HuyÔn Ngäc	0	102	29	0
 Cöu Thiªn HuyÒn Ngäc	0	102	129	0
    Th¸i H­ HuyÔn §¸i	0	102	30	0
  Cöu Thiªn HuyÒn §¸i	0	102	130	0
   Th¸i H­ HuyÔn Hoµn	0	102	31	0
 Cöu Thiªn HuyÒn Hoµn	0	102	131	0
    Th¸i H­ HuyÔn Béi	0	102	32	0
  Cöu Thiªn HuyÒn Béi	0	102	132	0
   Th¸i H­ HuyÔn Giíi	0	102	33	0
 Cöu Thiªn HuyÒn Giíi	0	102	133	0
    Th¸i H­ HuyÔn §¹i	0	102	34	0
  Cöu Thiªn HuyÒn §¹i	0	102	134	0
  Th¸i H­ HuyÔn Th¹ch	0	102	35	0
 Cöu Thiªn HuyÒn Th¹c	0	102	135	0
 Tèng tiªn phong hiÖu	0	102	2261	0
 Tèng tiªn phong hiÖu	0	102	2265	0
 Liªu tiªn phong hiÖu	0	102	2271	0
 Liªu tiªn phong hiÖu	0	102	2275	0
 Tèng t­íng qu©n ®Çu 	0	103	2241	0
 Tèng t­íng qu©n chiÕ	0	100	2241	0
 Tèng t­íng qu©n chiÕ	0	101	2241	0
 Tèng t­íng qu©n lÖnh	0	102	2281	0
 Tèng t­íng qu©n cê l	0	102	2285	0
        Tèng lÖnh phï	0	102	2521	0
 Liªu t­íng qu©n ®Çu 	0	103	2245	0
 Liªu t­íng qu©n chiÕ	0	100	2245	0
 Liªu t­íng qu©n chiÕ	0	101	2245	0
 Liªu t­íng qu©n lÖnh	0	102	2291	0
 Liªu t­íng qu©n cê l	0	102	2295	0
        Liªu lÖnh phï	0	102	2531	0
 Tèng nguyªn so¸i ®Çu	0	103	2251	0
 Tèng nguyªn so¸i chi	0	100	2251	0
 Tèng nguyªn so¸i chi	0	101	2251	0
 Tèng nguyªn so¸i hæ 	0	102	2301	0
 Tèng nguyªn so¸i lÖn	0	102	2305	0
        Tèng so¸i phï	0	102	2501	0
         Tèng so¸i kú	0	102	2505	0
 Liªu nguyªn so¸i ®Çu	0	103	2255	0
 Liªu nguyªn so¸i chi	0	100	2255	0
 Liªu nguyªn so¸i chi	0	101	2255	0
 Liªu nguyªn so¸i hæ 	0	102	2311	0
 Liªu nguyªn so¸i lÖn	0	102	2315	0
        Liªu so¸i phï	0	102	2511	0
         Liªu so¸i kú	0	102	2515	0
 R­¬ng cña C«n L«n N«	2	1	526	0
   R­¬ng cña Bïi Hµng	2	1	527	0
  R­¬ng cña LiÔu NghÞ	2	1	528	0
 R­¬ng cña Hång TuyÕn	2	1	529	0
 R­¬ng cña H¹ C¶nh Th	2	1	530	0
 R­¬ng cña NhiÕp §¹i 	2	1	531	0
 R­¬ng cña Bé Phi Yªn	2	1	532	0
      C¸t t­êng th¹ch	2	1	30015	0
              Lé Thñy	2	0	351	0
 B¸t B¶o TÈy Tñy Tiªn	2	0	138	0
     TÈy Tñy Linh §¬n	2	0	137	0
   Bång Lai Tiªn Thñy	2	1	1012	0
     Bång Lai Lé Thñy	2	0	109	0
             Phiªn Vò	0	105	15	0
 Huy hiÖu chiÕn c«ng 	2	1	9977	0
       §Çu thµnh biÓu	2	1	9978	0
 Thiªn Th¹ch linh th¹	2	1	1068	2
 Kim Cang Phôc Ma kin	0	107	1	0
     V« TrÇn MËt tÞch	0	107	5	0
   TiÒm Long MËt tÞch	0	107	3	0
    Thiªn La MËt tÞch	0	107	7	0
       Nh­ ý MËt tÞch	0	107	9	0
         BÝch H¶i Phæ	0	107	11	0
     Hçn §én MËt tÞch	0	107	13	0
   Quý Thiªn MËt tÞch	0	107	15	0
   HuyÒn ¶nh MËt tÞch	0	107	17	0
     Qu©n Tö MËt tÞch	0	107	19	0
   TrÊn Qu©n MËt tÞch	0	107	21	0
   Xuyªn V©n MËt tÞch	0	107	23	0
       U Minh Quû Lôc	0	107	25	0
     Linh Cæ MËt tÞch	0	107	27	0
 B¶o r­¬ng Tµng KiÕm 	2	1	1060	0
 B¶o r­¬ng Tµng KiÕm 	2	1	1063	0
 B¶o r­¬ng Tµng KiÕm 	2	1	1062	0
 B¶o r­¬ng Tµng KiÕm 	2	1	1061	0
 B¶o r­¬ng Tµng KiÕm 	2	1	1059	0
 Trang Chñ m·o - Nam 	0	103	92	0
 Trang Chñ m·o - Nam 	0	103	91	0
 Trang Chñ m·o - N÷ g	0	103	93	0
 Trang Chñ m·o - KiÒu	0	103	94	0
 Tæng Qu¶n Ngo¹i tran	0	100	92	0
 Tæng Qu¶n Ngo¹i tran	0	100	91	0
 Tæng Qu¶n Ngo¹i tran	0	100	93	0
 Tæng Qu¶n Ngo¹i tran	0	100	94	0
 Tæng Qu¶n khè - Nam 	0	101	92	0
 Tæng Qu¶n khè - Nam 	0	101	91	0
 Tæng Qu¶n khè - N÷ g	0	101	93	0
 Tæng Qu¶n khè - KiÒu	0	101	94	0
    TiÓu Th­ Giíi ChØ	0	102	36	0
  Tr­ëng L·o ChØ Hoµn	0	102	37	0
        Bµn Long bÝch	2	1	1000	0
 Bao m¶nh Thiªn Th¹ch	2	1	1049	0
 Tinh luyÖn B¨ng Th¹c	2	1	533	0
    Tu Ch©n YÕu QuyÕt	2	0	554	0
    TiÓu Nh©n s©m qu¶	2	0	552	0
         C¬ quan nh©n	2	1	1011	0
         V« NgÊn Thñy	2	1	503	0
     N÷ Oa Tinh Th¹ch	2	1	504	0
 ChiÕn bµo cóp thÕ gi	2	1	505	0
 MÆt n¹ S¸t Thñ §­êng	2	1	1087	0
 Tµng KiÕm anh hïng t	2	0	31	0
    Phong lÖnh-s¬ cÊp	2	1	1053	0
       TiÓu c¸t t­êng	2	1	30014	0
     Qu©n c«ng ch­¬ng	2	1	9999	0
           Kú m«n phï	0	200	9996	0
      Gi¸n §iÖp trang	2	1	9995	0
 Cöu ChuyÓn Håi Hån §	2	1	9991	0
 Phong th­ëng lÖnh_Tè	2	1	9990	0
 Phong th­ëng lÖnh_Li	2	1	9989	0
 Phong th­ëng lÖnh_Tè	2	1	9988	0
 Phong th­ëng lÖnh_Li	2	1	9987	0
 Phong th­ëng lÖnh_Tè	2	1	9986	0
 Phong th­ëng lÖnh_Li	2	1	9985	0
 Phong th­ëng lÖnh_Tè	2	1	9984	0
 Phong th­ëng lÖnh_Li	2	1	9983	0
        §Çu thµnh tÝn	2	1	9980	0
 Tèng qu©n trang (Nam	0	109	992	0
 Tèng qu©n trang (Nam	0	109	993	0
 Tèng qu©n trang (N÷ 	0	109	994	0
 Tèng qu©n trang (KiÒ	0	109	995	0
 Liªu qu©n trang (Nam	0	109	996	0
 Liªu qu©n trang (Nam	0	109	997	0
 Liªu qu©n trang (N÷ 	0	109	998	0
 Liªu qu©n trang (KiÒ	0	109	999	0
 R­¬ng trang søc (h«n	2	1	551	0
 R­¬ng y phôc (h«n lÔ	2	1	552	0
 R­¬ng lÔ phôc chñ h«	2	1	553	0
             LÔ r­¬ng	2	1	540	0
 Tö Kim Hång Bao (trè	2	1	536	0
 Hoµng Kim §¹i Hång B	2	1	538	0
 H«n kh¸nh lÔ hoa bao	2	1	557	0
             Ph¸o hoa	2	1	554	0
             Bao ph¸o	2	1	558	0
         §¹i Nh©n s©m	2	0	553	0
        §Çu thµnh th­	2	1	9979	0
          Kú L©n hoµn	2	1	1003	0
     Ph¸o hoa ®­a tin	2	1	203	0
      S­ m«n lÖnh th­	2	1	1016	0
 S­ m«n t×nh nguyÖn t	2	1	1019	0
   Th¸i H­ §a MËt Qu¶	2	1	387	0
      Vâ l©m hµo kiÖt	2	1	1039	0
      Vâ L©m LÖnh Bµi	2	1	29000	0
         XuÊt hån qu¶	2	1	555	0
 ChiÕn ý Bµn ChØ cÊp 	0	102	221	0
 ChiÕn ý Bµn ChØ cÊp 	0	102	222	0
 ChiÕn ý Giíi ChØ cÊp	0	102	223	0
 ChiÕn ý Giíi ChØ cÊp	0	102	224	0
 ChiÕn ý Bµn ChØ cÊp 	0	102	2219	0
 ChiÕn ý Bµn ChØ cÊp 	0	102	2229	0
 ChiÕn ý Giíi ChØ cÊp	0	102	2239	0
 ChiÕn ý Giíi ChØ cÊp	0	102	2249	0
 ChiÕn ý C«n cÊp 8 - 	0	5	221	0
 ChiÕn ý C«n cÊp 8 - 	0	5	222	0
 ChiÕn ý C«n cÊp 9 - 	0	5	2219	0
 ChiÕn ý C«n cÊp 9 - 	0	5	2229	0
 ChiÕn ý ®ao cÊp 8- N	0	3	221	0
 ChiÕn ý ®ao cÊp 8 - 	0	3	222	0
 ChiÕn ý ®ao cÊp 9 - 	0	3	2219	0
 ChiÕn ý ®ao cÊp 9 - 	0	3	2229	0
 ChiÕn ý phôc cÊp 8 -	0	101	221	0
 ChiÕn ý phôc cÊp 8- 	0	101	222	0
 ChiÕn ý phôc cÊp 9 -	0	101	2219	0
 ChiÕn ý phôc cÊp 9- 	0	101	2229	0
 ChiÕn ý kh¶i gi¸p cÊ	0	100	221	0
 ChiÕn ý kh¶i gi¸p cÊ	0	100	222	0
 ChiÕn ý kh¶i gi¸p cÊ	0	100	2219	0
 ChiÕn ý kh¶i gi¸p cÊ	0	100	2229	0
 ChiÕn ý kh«i cÊp 8 -	0	103	221	0
 ChiÕn ý kh«i cÊp 8 -	0	103	222	0
 ChiÕn ý kh«i cÊp 9 -	0	103	2219	0
 ChiÕn ý kh«i cÊp 9 -	0	103	2229	0
 Tèng §« Thèng chiÕn 	0	100	2231	0
 Tèng §« Thèng chiÕn 	0	100	2232	0
 Tèng §« Thèng chiÕn 	0	100	2233	0
 Tèng §« Thèng chiÕn 	0	100	2234	0
 Liªu §« Thèng chiÕn 	0	100	2235	0
 Liªu §« Thèng chiÕn 	0	100	2236	0
 Liªu §« Thèng chiÕn 	0	100	2237	0
 Liªu §« Thèng chiÕn 	0	100	2238	0
 Tèng §« Thèng chiÕn 	0	103	2231	0
 Tèng §« Thèng chiÕn 	0	103	2232	0
 Tèng §« Thèng chiÕn 	0	103	2233	0
 Tèng §« Thèng chiÕn 	0	103	2234	0
 Liªu §« Thèng chiÕn 	0	103	2235	0
 Liªu §« Thèng chiÕn 	0	103	2236	0
 Liªu §« Thèng chiÕn 	0	103	2237	0
 Liªu §« Thèng chiÕn 	0	103	2238	0
 Tèng §« Thèng chiÕn 	0	101	2231	0
 Tèng §« Thèng chiÕn 	0	101	2232	0
 Tèng §« Thèng chiÕn 	0	101	2233	0
 Tèng §« Thèng chiÕn 	0	101	2234	0
 Liªu §« Thèng chiÕn 	0	101	2235	0
 Liªu §« Thèng chiÕn 	0	101	2236	0
 Liªu §« Thèng chiÕn 	0	101	2237	0
 Liªu §« Thèng chiÕn 	0	101	2238	0
   Tµng KiÕm B¶o Ch©u	0	102	38	0
   Tµng KiÕm Kú Th¹ch	0	102	39	0
     Tµng KiÕm Kim Ên	0	102	40	0
 Tµng KiÕm Tö Kim m·o	0	103	95	0
 Tµng KiÕm Tö Kim m·o	0	103	96	0
 Tµng KiÕm Tö Kim m·o	0	103	97	0
 Tµng KiÕm Tö Kim m·o	0	103	98	0
 Kim Lò Th­êng - Nam 	0	100	95	0
 Kim Lò Th­êng - Nam 	0	100	96	0
 Kim Lò Th­êng - N÷ g	0	100	97	0
 Kim Lò Th­êng - KiÒu	0	100	98	0
 Tµng KiÕm ¤ kim phôc	0	101	95	0
 Tµng KiÕm ¤ kim phôc	0	101	96	0
 Tµng KiÕm ¤ kim phôc	0	101	97	0
 Tµng KiÕm ¤ kim phôc	0	101	98	0
          Ph¸ Yªn ®ao	0	3	6001	0
          Ph¸ Yªn c«n	0	5	6002	0
       Phï Yªn tr­îng	0	8	6003	0
          Hµm Yªn thñ	0	0	6004	0
        Tµng Yªn ch©m	0	1	6005	0
         Phi Yªn kiÕm	0	2	6006	0
          VËn Yªn cÇm	0	10	6007	0
          V©n Yªn thñ	0	0	6008	0
          L­u Yªn c«n	0	5	6009	0
       HuyÒn Yªn kiÕm	0	2	6010	0
           Vò Yªn bót	0	9	6011	0
       Hµ Tiªm Th­¬ng	0	6	6012	0
        Hµnh Yªn Cung	0	4	6013	0
        Träc Yªn nhÉn	0	7	6014	0
         Yªu Yªn tr¶o	0	11	6015	0
 Tö Quang B¸ V­¬ng §a	0	3	2351	0
 Tö Quang B¸ V­¬ng C«	0	5	2352	0
 Tö Quang Bå §Ò Tr­în	0	8	2353	0
 Tö Quang Phôc Ma Thñ	0	0	2354	0
 Tö Quang L­u V©n Ch©	0	1	2355	0
 Tö Quang HuyÒn Minh 	0	2	2356	0
 Tö Quang Tiªu T­¬ng 	0	10	2357	0
