ItemName	ItemGene	ItemSub	ItemDetail	
Thiªn NghÜa-Cöu ¢m NguyÖt Qu¸n	0	103	3052
Thiªn NghÜa-Cöu ¢m Phông Trang	0	101	3037
Thiªn NghÜa-Cöu ¢m Phông Trang	0	101	3043
Thiªn NghÜa-Cöu ¢m Phông Trang	0	101	3049
Thiªn NghÜa-Cöu ¢m Phông Trang	0	101	3055
Thiªn NghÜa-L«i ¢m Nang Thñ	0	0	8876
Thiªn NghÜa-Quy L©n Hé Thñ	0	0	8877
Thiªn NghÜa-¢m D­¬ng Xuyªn ¶nh	0	1	8880
Thiªn NghÜa-Tõ Hµn ¢m KiÕm	0	2	8887
Thiªn NghÜa-ThuÇn Phong KiÕm	0	2	8888
Thiªn NghÜa-Ngù Thiªn Phong KiÕm	0	2	8889
Thiªn NghÜa-L­u Ly Giíi §ao	0	3	8894
Thiªn NghÜa-ThÇn DiÖm Thiªn §ao	0	3	8895
Thiªn NghÜa-Truy MÖnh Cung	0	4	8898
Thiªn NghÜa-TrÊn Ng¹o C«n	0	5	8901
Thiªn NghÜa-Ph¸ Qu©n TrËn Th­¬ng	0	6	8904
Thiªn NghÜa-ThiÖp Cèt HuyÕt §ao	0	7	8907
Thiªn NghÜa-Kinh L«i ThiÒn Tr­îng	0	8	8910
Thiªn NghÜa-Tinh §Èu ChuyÓn Bót	0	9	8915
Thiªn NghÜa-ThÇn Phong Ph¸n Bót	0	9	8916
Thiªn NghÜa-Cöu Hoµn Bèi CÇm	0	10	8919
Thiªn NghÜa-LuyÖn Hån HuyÕt Tr¶o	0	11	8924
Thiªn NghÜa-ThÇn Linh Chó Tr¶o	0	11	8925
Thiªn NghÜa-Cöu Tiªu S¸o	0	12	8928
Thiªn NghÜa-Linh Lung Chi	0	13	8931
Thiªn NghÜa- HuyÒn Th¹ch Kim Ngäc	0	102	3122
Thiªn NghÜa- PhØ Thóy Ngäc §íi	0	102	3125
Thiªn NghÜa- NguyÖt Hoa Thñy Bèi	0	102	3128
Thiªn NghÜa- Cöu ¦u Háa Giíi	0	102	3131
Thiªn NghÜa- Ng­ng Ngäc Thæ Hoµn	0	102	3134
Cöu D­¬ng Y	0	100	3032
Cöu D­¬ng Y	0	100	3035
Cöu D­¬ng Y	0	100	3038
Cöu D­¬ng Y	0	100	3041
Cöu D­¬ng Y	0	100	3044
Cöu D­¬ng Y	0	100	3047
Cöu D­¬ng Y	0	100	3050
Cöu D­¬ng Y	0	100	3053
Cöu D­¬ng Qu¸n	0	103	3032
Cöu D­¬ng Qu¸n	0	103	3035
Cöu D­¬ng Qu¸n	0	103	3038
Cöu D­¬ng Qu¸n	0	103	3041
Cöu D­¬ng Qu¸n	0	103	3044
Cöu D­¬ng Qu¸n	0	103	3047
Cöu D­¬ng Qu¸n	0	103	3050
Cöu D­¬ng Qu¸n	0	103	3053
Cöu D­¬ng trang	0	101	3032
Cöu D­¬ng trang	0	101	3035
Cöu D­¬ng trang	0	101	3038
Cöu D­¬ng trang	0	101	3041
Cöu D­¬ng trang	0	101	3044
Cöu D­¬ng trang	0	101	3047
Cöu D­¬ng trang	0	101	3050
Cöu D­¬ng trang	0	101	3053
Long §»ng Tø H¶i Y	0	100	3056
Long §»ng Tø H¶i Y	0	100	3057
Long §»ng Tø H¶i Y	0	100	3058
Long §»ng Tø H¶i Y	0	100	3059
Phông Vò Cöu Thiªn Y	0	100	3060
Phông Vò Cöu Thiªn Y	0	100	3061
Phông Vò Cöu Thiªn Y	0	100	3062
Phông Vò Cöu Thiªn Y	0	100	3063
Long §»ng Tø H¶i Trang	0	101	3056
Long §»ng Tø H¶i Trang	0	101	3057
Long §»ng Tø H¶i Trang	0	101	3058
Long §»ng Tø H¶i Trang	0	101	3059
Phông Vò Cöu Thiªn Trang	0	101	3060
Phông Vò Cöu Thiªn Trang	0	101	3061
Phông Vò Cöu Thiªn Trang	0	101	3062
Phông Vò Cöu Thiªn Trang	0	101	3063
Long §»ng Tø H¶i Qu¸n	0	103	3056
Long §»ng Tø H¶i Qu¸n	0	103	3057
Long §»ng Tø H¶i Qu¸n	0	103	3058
Long §»ng Tø H¶i Qu¸n	0	103	3059
Phông Vò Cöu Thiªn Qu¸n	0	103	3060
Phông Vò Cöu Thiªn Qu¸n	0	103	3061
Phông Vò Cöu Thiªn Qu¸n	0	103	3062
Phông Vò Cöu Thiªn Qu¸n	0	103	3063
Cöu Ch©u-L­u Ly Giíi §ao	0	3	8932
Cöu Ch©u-L«i ¢m Nang Thñ	0	0	8933
Cöu Ch©u-Kinh L«i ThiÒn Tr­îng	0	8	8934
Cöu Ch©u-¢m D­¬ng Xuyªn ¶nh	0	1	8935
Cöu Ch©u-Tõ Hµn ¢m KiÕm	0	2	8936
Cöu Ch©u-Cöu Hoµn Bèi CÇm	0	10	8937
Cöu Ch©u-Quy L©n Hé Thñ	0	0	8938
Cöu Ch©u-TrÊn Ng¹o C«n	0	5	8939
Cöu Ch©u-ThuÇn Phong KiÕm	0	2	8940
Cöu Ch©u-Tinh §Èu ChuyÓn Bót	0	9	8941
Cöu Ch©u-Ph¸ Qu©n TrËn Th­¬ng	0	6	8942
Cöu Ch©u-Truy MÖnh Cung	0	4	8943
Cöu Ch©u-ThiÖp Cèt HuyÕt §ao	0	7	8944
Cöu Ch©u-LuyÖn Hån HuyÕt Tr¶o	0	11	8945
Cöu Ch©u-Ngù Thiªn Phong KiÕm	0	2	8946
Cöu Ch©u-ThÇn DiÖm Thiªn §ao	0	3	8947
Cöu Ch©u-ThÇn Phong Ph¸n Bót	0	9	8948
Cöu Ch©u-ThÇn Linh Chó Tr¶o	0	11	8949
Cöu Ch©u-Linh Lung Chi	0	13	8950
Cöu Ch©u-Cöu Tiªu S¸o	0	12	8951
Cöu Ch©u-Ng­ng Ngäc Thæ Hoµn	0	102	3135
Cöu Ch©u-HuyÒn Th¹ch Kim Ngäc	0	102	3136
Cöu Ch©u-Ng­ng Ngäc Thæ Hoµn	0	102	3137
Cöu Ch©u-NguyÖt Hoa Thñy Béi	0	102	3138
Cöu Ch©u-NguyÖt Hoa Thñy Béi	0	102	3139
Cöu Ch©u-PhØ Thóy Méc §íi	0	102	3140
Cöu Ch©u-PhØ Thóy Méc §íi	0	102	3141
Cöu Ch©u-HuyÒn Th¹ch Kim Ngäc	0	102	3142
Cöu Ch©u-Ng­ng Ngäc Thæ Hoµn	0	102	3143
Cöu Ch©u-NguyÖt Hoa Thñy Béi	0	102	3144
Cöu Ch©u-PhØ Thóy Méc §íi	0	102	3145
Cöu Ch©u-NguyÖt Hoa Thñy Béi	0	102	3146
Cöu Ch©u-Ng­ng Ngäc Thæ Hoµn	0	102	3147
Cöu Ch©u-HuyÒn Th¹ch Kim Ngäc	0	102	3148
Cöu Ch©u-PhØ Thóy Méc §íi	0	102	3149
Cöu Ch©u-Cöu ¦u Háa Giíi	0	102	3150
Cöu Ch©u-NguyÖt Hoa Thñy Béi	0	102	3151
Cöu Ch©u-Cöu ¦u Háa Giíi	0	102	3152
Cöu Ch©u-Cöu ¦u Háa Giíi	0	102	3153
Cöu Ch©u-PhØ Thóy Méc §íi	0	102	3154
Cöu Ch©u-Ng­ng Ngäc Thæ Hoµn	0	102	3155
Cöu Ch©u-HuyÒn Th¹ch Kim Ngäc	0	102	3156
Cöu Ch©u-PhØ Thóy Méc §íi	0	102	3157
Cöu Ch©u-HuyÒn Th¹ch Kim Ngäc	0	102	3158
Cöu Ch©u-PhØ Thóy Méc §íi	0	102	3159
Cöu Ch©u-NguyÖt Hoa Thñy Béi	0	102	3160
Cöu Ch©u-Cöu ¦u Háa Giíi	0	102	3161
Cöu Ch©u-NguyÖt Hoa Thñy Béi	0	102	3162
Cöu Ch©u-NguyÖt Hoa Thñy Béi	0	102	3163
Cöu Ch©u-Cöu ¦u Háa Giíi	0	102	3164
Cöu Ch©u-Cöu ¦u Háa Giíi	0	102	3165
Cöu Ch©u-HuyÒn Th¹ch Kim Ngäc	0	102	3166
Cöu Ch©u-Cöu ¦u Háa Giíi	0	102	3167
Cöu Ch©u-PhØ Thóy Méc §íi	0	102	3168
Cöu Ch©u-Ng­ng Ngäc Thæ Hoµn	0	102	3169
Cöu Ch©u-PhØ Thóy Méc §íi	0	102	3170
Cöu Ch©u-PhØ Thóy Méc §íi	0	102	3171
Cöu Ch©u-HuyÒn Th¹ch Kim Ngäc	0	102	3172
Cöu Ch©u-Ng­ng Ngäc Thæ Hoµn	0	102	3173
Cöu Ch©u-Cöu ¦u Háa Giíi	0	102	3174
Tèng L«i Hæ Dòng SÜ Kh«i	0	103	30211
Tèng L«i Hæ Dòng SÜ Kh«i	0	103	30212
Tèng L«i Hæ Dòng SÜ Kh«i	0	103	30213
Tèng L«i Hæ Dòng SÜ Kh«i	0	103	30214
Tèng L«i Hæ T­íng Kh«i	0	103	30215
Tèng L«i Hæ T­íng Kh«i	0	103	30216
Tèng L«i Hæ T­íng Kh«i	0	103	30217
Tèng L«i Hæ T­íng Kh«i	0	103	30218
Tèng L«i Hæ So¸i Kh«i	0	103	30219
Tèng L«i Hæ So¸i Kh«i	0	103	30220
Tèng L«i Hæ So¸i Kh«i	0	103	30221
Tèng L«i Hæ So¸i Kh«i	0	103	30222
Liªu L«i Hæ Dòng SÜ Kh«i	0	103	30223
Liªu L«i Hæ Dòng SÜ Kh«i	0	103	30224
Liªu L«i Hæ Dòng SÜ Kh«i	0	103	30225
Liªu L«i Hæ Dòng SÜ Kh«i	0	103	30226
Liªu L«i Hæ T­íng Kh«i	0	103	30227
Liªu L«i Hæ T­íng Kh«i	0	103	30228
Liªu L«i Hæ T­íng Kh«i	0	103	30229
Liªu L«i Hæ T­íng Kh«i	0	103	30230
Liªu L«i Hæ So¸i Kh«i	0	103	30231
Liªu L«i Hæ So¸i Kh«i	0	103	30232
Liªu L«i Hæ So¸i Kh«i	0	103	30233
Liªu L«i Hæ So¸i Kh«i	0	103	30234
Tèng L«i Hæ Dòng SÜ Bµo	0	100	30211
Tèng L«i Hæ Dòng SÜ Bµo	0	100	30212
Tèng L«i Hæ Dòng SÜ Bµo	0	100	30213
Tèng L«i Hæ Dòng SÜ Bµo	0	100	30214
Tèng L«i Hæ T­íng Bµo	0	100	30215
Tèng L«i Hæ T­íng Bµo	0	100	30216
Tèng L«i Hæ T­íng Bµo	0	100	30217
Tèng L«i Hæ T­íng Bµo	0	100	30218
Tèng L«i Hæ So¸i Bµo	0	100	30219
Tèng L«i Hæ So¸i Bµo	0	100	30220
Tèng L«i Hæ So¸i Bµo	0	100	30221
Tèng L«i Hæ So¸i Bµo	0	100	30222
Liªu L«i Hæ Dòng SÜ Bµo	0	100	30223
Liªu L«i Hæ Dòng SÜ Bµo	0	100	30224
Liªu L«i Hæ Dòng SÜ Bµo	0	100	30225
Liªu L«i Hæ Dòng SÜ Bµo	0	100	30226
Liªu L«i Hæ T­íng Bµo	0	100	30227
Liªu L«i Hæ T­íng Bµo	0	100	30228
Liªu L«i Hæ T­íng Bµo	0	100	30229
Liªu L«i Hæ T­íng Bµo	0	100	30230
Liªu L«i Hæ So¸i Bµo	0	100	30231
Liªu L«i Hæ So¸i Bµo	0	100	30232
Liªu L«i Hæ So¸i Bµo	0	100	30233
Liªu L«i Hæ So¸i Bµo	0	100	30234
Tèng L«i Hæ Dòng SÜ Trang	0	101	30211
Tèng L«i Hæ Dòng SÜ Trang	0	101	30212
Tèng L«i Hæ Dòng SÜ Trang	0	101	30213
Tèng L«i Hæ Dòng SÜ Trang	0	101	30214
Tèng L«i Hæ T­íng Trang	0	101	30215
Tèng L«i Hæ T­íng Trang	0	101	30216
Tèng L«i Hæ T­íng Trang	0	101	30217
Tèng L«i Hæ T­íng Trang	0	101	30218
Tèng L«i Hæ So¸i Trang	0	101	30219
Tèng L«i Hæ So¸i Trang	0	101	30220
Tèng L«i Hæ So¸i Trang	0	101	30221
Tèng L«i Hæ So¸i Trang	0	101	30222
Liªu L«i Hæ Dòng SÜ Trang	0	101	30223
Liªu L«i Hæ Dòng SÜ Trang	0	101	30224
Liªu L«i Hæ Dòng SÜ Trang	0	101	30225
Liªu L«i Hæ Dòng SÜ Trang	0	101	30226
Liªu L«i Hæ T­íng Trang	0	101	30227
Liªu L«i Hæ T­íng Trang	0	101	30228
Liªu L«i Hæ T­íng Trang	0	101	30229
Liªu L«i Hæ T­íng Trang	0	101	30230
Liªu L«i Hæ So¸i Trang	0	101	30231
Liªu L«i Hæ So¸i Trang	0	101	30232
Liªu L«i Hæ So¸i Trang	0	101	30233
Liªu L«i Hæ So¸i Trang	0	101	30234
Tèng L«i Hæ Dòng SÜ HiÖu Kú	0	102	30149
Tèng L«i Hæ Dòng SÜ HiÖu Kú	0	102	30150
Tèng L«i Hæ Dòng SÜ HiÖu Kú	0	102	30151
Tèng L«i Hæ Dòng SÜ HiÖu Kú	0	102	30152
Tèng L«i Hæ Dòng SÜ Phï	0	102	30153
Tèng L«i Hæ Dòng SÜ Phï	0	102	30154
Tèng L«i Hæ Dòng SÜ Phï	0	102	30155
Tèng L«i Hæ Dòng SÜ Phï	0	102	30156
Tèng L«i Hæ T­íng Bµi	0	102	30157
Tèng L«i Hæ T­íng Bµi	0	102	30158
Tèng L«i Hæ T­íng Bµi	0	102	30159
Tèng L«i Hæ T­íng Bµi	0	102	30160
Tèng L«i Hæ T­íng Kú	0	102	30161
Tèng L«i Hæ T­íng Kú	0	102	30162
Tèng L«i Hæ T­íng Kú	0	102	30163
Tèng L«i Hæ T­íng Kú	0	102	30164
Tèng L«i Hæ T­íng Phï	0	102	30165
Tèng L«i Hæ T­íng Phï	0	102	30166
Tèng L«i Hæ T­íng Phï	0	102	30167
Tèng L«i Hæ T­íng Phï	0	102	30168
Tèng L«i Hæ So¸i Phï	0	102	30169
Tèng L«i Hæ So¸i Phï	0	102	30170
Tèng L«i Hæ So¸i Phï	0	102	30171
Tèng L«i Hæ So¸i Phï	0	102	30172
Tèng L«i Hæ So¸i Hæ Phï	0	102	30173
Tèng L«i Hæ So¸i Hæ Phï	0	102	30174
Tèng L«i Hæ So¸i Hæ Phï	0	102	30175
Tèng L«i Hæ So¸i Hæ Phï	0	102	30176
Tèng L«i Hæ So¸i Kú	0	102	30177
Tèng L«i Hæ So¸i Kú	0	102	30178
Tèng L«i Hæ So¸i Kú	0	102	30179
Tèng L«i Hæ So¸i Kú	0	102	30180
Tèng L«i Hæ So¸i HiÖu Kú	0	102	30181
Tèng L«i Hæ So¸i HiÖu Kú	0	102	30182
Tèng L«i Hæ So¸i HiÖu Kú	0	102	30183
Tèng L«i Hæ So¸i HiÖu Kú	0	102	30184
Liªu L«i Hæ Dòng SÜ HiÖu Kú	0	102	30185
Liªu L«i Hæ Dòng SÜ HiÖu Kú	0	102	30186
Liªu L«i Hæ Dòng SÜ HiÖu Kú	0	102	30187
Liªu L«i Hæ Dòng SÜ HiÖu Kú	0	102	30188
Liªu L«i Hæ Dòng SÜ Phï	0	102	30189
Liªu L«i Hæ Dòng SÜ Phï	0	102	30190
Liªu L«i Hæ Dòng SÜ Phï	0	102	30191
Liªu L«i Hæ Dòng SÜ Phï	0	102	30192
Liªu L«i Hæ T­íng Bµi	0	102	30193
Liªu L«i Hæ T­íng Bµi	0	102	30194
Liªu L«i Hæ T­íng Bµi	0	102	30195
Liªu L«i Hæ T­íng Bµi	0	102	30196
Liªu L«i Hæ T­íng Kú	0	102	30197
Liªu L«i Hæ T­íng Kú	0	102	30198
Liªu L«i Hæ T­íng Kú	0	102	30199
Liªu L«i Hæ T­íng Kú	0	102	30200
Liªu L«i Hæ T­íng Phï	0	102	30201
Liªu L«i Hæ T­íng Phï	0	102	30202
Liªu L«i Hæ T­íng Phï	0	102	30203
Liªu L«i Hæ T­íng Phï	0	102	30204
Liªu L«i Hæ So¸i Phï	0	102	30205
Liªu L«i Hæ So¸i Phï	0	102	30206
Liªu L«i Hæ So¸i Phï	0	102	30207
Liªu L«i Hæ So¸i Phï	0	102	30208
Liªu L«i Hæ So¸i Hæ Phï	0	102	30209
Liªu L«i Hæ So¸i Hæ Phï	0	102	30210
Liªu L«i Hæ So¸i Hæ Phï	0	102	30211
Liªu L«i Hæ So¸i Hæ Phï	0	102	30212
Liªu L«i Hæ So¸i Kú	0	102	30213
Liªu L«i Hæ So¸i Kú	0	102	30214
Liªu L«i Hæ So¸i Kú	0	102	30215
Liªu L«i Hæ So¸i Kú	0	102	30216
Liªu L«i Hæ So¸i HiÖu Kú	0	102	30217
Liªu L«i Hæ So¸i HiÖu Kú	0	102	30218
Liªu L«i Hæ So¸i HiÖu Kú	0	102	30219
Liªu L«i Hæ So¸i HiÖu Kú	0	102	30220
Huy Ch­¬ng Du HiÖp	0	153	26
Huy Ch­¬ng ThiÕt HuyÕt	0	153	27
Huy Ch­¬ng V©n Du	0	153	28
¸o Choµng Du HiÖp	0	152	26
¸o Choµng ThiÕt HuyÕt	0	152	27
¸o Choµng V©n Du	0	152	28
Tr­êng Hµi Du HiÖp	0	154	26
ChiÕn Hµi ThiÕt HuyÕt	0	154	27
§¹o Hµi V©n Du	0	154	28
