EnhanceID	SuccessRate	Item_Count	Item_G	Item_D	Item_P	Gem_Op	Gem_Socket	NeedMoney	Stuff_1_Need	Stuff_1_Count	Stuff_1_GDP	SampleItem_1	StuffName_1	Stuff_2_Need	Stuff_2_Count	Stuff_2_GDP	SampleItem_2	StuffName_2	Stuff_3_Need	Stuff_3_Count	Stuff_3_GDP	SampleItem_3	StuffName_3	Stuff_4_Need	Stuff_4_Count	Stuff_4_GDP	SampleItem_4	StuffName_4
800	100	1	0	9	32257	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
801	100	1	0	9	32257	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
802	100	1	0	11	32258	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
803	100	1	0	11	32258	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
804	100	1	0	11	32258	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
805	100	1	0	13	32259	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
806	100	1	0	13	32259	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
807	100	1	0	13	32259	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
808	100	1	0	12	32260	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
809	100	1	0	12	32260	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
810	100	1	0	12	32260	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
811	100	1	0	14	32261	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
812	100	1	0	14	32261	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
813	100	1	0	14	32261	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
814	100	1	0	2	32262	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
815	100	1	0	2	32262	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
816	100	1	0	2	32262	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
817	100	1	0	3	32263	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
818	100	1	0	3	32263	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
819	100	1	0	3	32263	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
820	100	1	0	8	32264	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
821	100	1	0	8	32264	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
822	100	1	0	8	32264	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
823	100	1	0	0	32265	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
824	100	1	0	0	32265	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
825	100	1	0	0	32265	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
826	100	1	0	1	32266	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
827	100	1	0	1	32266	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
828	100	1	0	1	32266	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
829	100	1	0	2	32267	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
830	100	1	0	2	32267	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
831	100	1	0	2	32267	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
832	100	1	0	10	32268	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
833	100	1	0	10	32268	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
834	100	1	0	10	32268	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
835	100	1	0	0	32269	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
836	100	1	0	0	32269	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
837	100	1	0	0	32269	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
838	100	1	0	5	32270	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
839	100	1	0	5	32270	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
840	100	1	0	5	32270	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
841	100	1	0	2	32271	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
842	100	1	0	2	32271	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
843	100	1	0	2	32271	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
844	100	1	0	9	32272	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
845	100	1	0	9	32272	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
846	100	1	0	9	32272	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
847	100	1	0	6	32273	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
848	100	1	0	6	32273	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
849	100	1	0	6	32273	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
850	100	1	0	4	32274	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
851	100	1	0	4	32274	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
852	100	1	0	4	32274	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
853	100	1	0	7	32275	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
854	100	1	0	7	32275	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
855	100	1	0	7	32275	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
856	100	1	0	11	32276	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
857	100	1	0	11	32276	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
858	100	1	0	11	32276	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
859	100	1	0	2	32277	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
860	100	1	0	2	32277	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
861	100	1	0	2	32277	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
862	100	1	0	3	32278	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
863	100	1	0	3	32278	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
864	100	1	0	3	32278	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
865	100	1	0	9	32279	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
866	100	1	0	9	32279	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
867	100	1	0	9	32279	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
868	100	1	0	11	32280	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
869	100	1	0	11	32280	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
870	100	1	0	11	32280	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
871	100	1	0	13	32281	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
872	100	1	0	13	32281	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
873	100	1	0	13	32281	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
874	100	1	0	12	32282	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
875	100	1	0	12	32282	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
876	100	1	0	12	32282	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
877	100	1	0	14	32283	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
878	100	1	0	14	32283	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
879	100	1	0	14	32283	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
880	100	1	0	2	32284	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
881	100	1	0	2	32284	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
882	100	1	0	2	32284	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
883	100	1	0	3	32285	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
884	100	1	0	3	32285	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
885	100	1	0	3	32285	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
886	100	1	0	8	32286	0	1		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
887	100	1	0	8	32286	0	2		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
888	100	1	0	8	32286	0	3		1	4	2;22;104	2;22;104	Huy’tTr›chThπch Lv4	1	4	2;22;204	2;22;204	Nguy÷tBπchThπch Lv4	1	4	2;22;304	2;22;304	HÊ Ph∏ch Thπch C p 4	1	4	2;22;404	2;22;404	Hæc Di÷u Thπch C p 4
