Tªn trang søc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	"Phßng ngù (Néi, ngo¹i)"	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	"Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)"	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30905	30	40000	0	200						31785	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30906	30	40000	0	200						31786	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30907	30	40000	0	200						31787	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30908	30	40000	0	200						31788	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30909	30	40000	0	200						31789	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30910	30	40000	0	200						31790	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30911	30	40000	0	200						31791	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30912	30	40000	0	200						31792	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30913	30	40000	0	200						31793	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30914	30	40000	0	200						31794	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30915	30	40000	0	200						31795	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30916	30	40000	0	200						31796	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30917	30	40000	0	200						31797	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30918	30	40000	0	200						31798	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30919	30	40000	0	200						31799	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30920	30	40000	0	200						31800	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30921	30	40000	0	200						31801	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30922	30	40000	0	200						31802	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30923	30	40000	0	200						31803	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30924	30	40000	0	200						31804	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30925	30	40000	0	200						31805	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30926	30	40000	0	200						31806	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30927	30	40000	0	200						31807	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30928	30	40000	0	200						31808	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30929	30	40000	0	200						31809	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30930	30	40000	0	200						31810	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0	102	30931	30	40000	0	200						31811	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30932	30	40000	0	200						31748	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30933	30	40000	0	200						31749	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30934	30	40000	0	200						31750	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30935	30	40000	0	200						31751	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30936	30	40000	0	200						31752	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30937	30	40000	0	200						31753	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30938	30	40000	0	200						31754	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30939	30	40000	0	200						31755	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30940	30	40000	0	200						31756	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30941	30	40000	0	200						31757	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30942	30	40000	0	200						31758	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30943	30	40000	0	200						31759	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30944	30	40000	0	200						31760	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30945	30	40000	0	200						31761	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30946	30	40000	0	200						31762	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30947	30	40000	0	200						31763	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30948	30	40000	0	200						31764	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30949	30	40000	0	200						31765	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30950	30	40000	0	200						31766	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30951	30	40000	0	200						31767	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30952	30	40000	0	200						31768	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0	102	30953	30	40000	0	200						31769	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û3_A1.spr	\image\item\ring\À×»¢»¢·û3_A0.spr	"Tø Linh ThÇn-Háa Phông ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
