Account	Name	Route	TransLife	Level	IBCost	Money	A	B	C	D	E	F	Exp	Last_IP	CreateDate	LastLoginDate
huyanh95	HuyAnh	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	14.167.50.65	2019-09-22 19:38:25	2019-09-23 22:40:23
hplamduyen	Huyenngoc	HiÖp §éc  	7	99	0	25896730	0	0	0	0	0	0	2865	14.164.146.29	2019-09-23 19:26:42	2019-09-23 21:10:53
vaicailoll1	H­ëngC«N­¬ng	Nga My tôc gia  	7	99	0	34040000	0	0	0	0	0	0	20000000	115.75.13.27	2019-09-23 19:39:59	2019-09-23 19:51:09
vaicailoll1	H­ëngLôcMôi	Nga My xuÊt gia  	7	99	0	10495500	0	0	0	0	0	0	0	115.75.13.27	2019-09-23 20:19:08	2019-09-23 21:09:42
duykaka1	HµLinhPhiªu	Nga My xuÊt gia  	7	99	0	90880	0	0	0	0	0	0	96150000	123.17.222.193	2019-09-22 23:55:25	2019-09-24 12:21:55
hotfood11	HµnTiÓuMai	Nga My xuÊt gia  	7	99	0	8245158	0	0	0	0	0	0	222595573	113.184.163.83	2019-09-22 18:10:52	2019-09-22 22:13:17
zdieukhang3	H¹t§Ëu	Tµ §éc  	0	99	0	900000	0	0	0	0	0	0	21000000	116.104.34.92	2019-09-22 20:12:20	2019-09-22 20:12:40
zdieukhang	HøaTiªn	ThiÕu L©m vâ t¨ng  	7	99	0	4402394	0	0	0	0	0	0	607198594	171.237.141.149	2019-09-22 19:51:58	2019-09-24 12:53:15
s2votinh2	HßaTh­îngTräc§Çu	ThiÕu L©m thiÒn t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	42.114.37.45	2019-09-23 13:18:30	2019-09-23 16:15:58
vovantamnt2k	i2CËuBÐMïa§«ng	ThiÕu L©m vâ t¨ng  	7	99	0	50000000	0	0	0	0	0	0	0	171.252.175.131	2019-09-23 21:05:40	2019-09-23 21:08:51
thunter000	i49B¸cHµngXãmPk	ThiÕu L©m vâ t¨ng  	7	99	0	33155272	0	0	0	0	0	0	2020036	14.168.70.134	2019-09-23 00:35:39	2019-09-24 12:56:26
luanluan1	i59ken	ThiÕu L©m vâ t¨ng  	7	99	0	998500	0	0	0	0	0	0	20000000	27.77.241.43	2019-09-23 07:42:17	2019-09-23 17:21:06
tungthuc1980	i67iAGiTomKk	ThiÕu L©m vâ t¨ng  	7	99	0	50000000	0	0	0	0	0	0	0	115.78.202.18	2019-09-22 18:09:20	2019-09-24 12:29:54
phucthinh1	i71xThÞnh§«La	ThiÕu L©m vâ t¨ng  	7	99	0	40950000	0	0	0	0	0	0	0	115.78.128.213	2019-09-22 18:29:14	2019-09-22 19:02:00
gahamxa17051995	i84ThuËnGßm	ThiÕu L©m vâ t¨ng  	7	99	0	17539611	0	0	0	0	0	0	15	113.163.69.64	2019-09-22 18:23:49	2019-09-22 20:33:01
trannam198	i89zBÐBuff	Nga My xuÊt gia  	0	99	0	29122600	0	0	0	0	0	0	0	113.160.133.251	2019-09-22 19:51:51	2019-09-22 22:12:06
trannam197	i89zTrÇnDÇn	Vâ §ang tôc gia  	7	99	0	35240972	0	0	0	0	0	0	884079364	113.160.133.251	2019-09-22 19:51:19	2019-09-22 22:20:44
account123	iB52SayyEmRåi	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	115.76.78.64	2019-09-23 18:26:24	2019-09-23 18:29:05
account1231	iB52Vî¤ngCanZz	V« m«n ph¸i  	0	1	0	0	0	0	0	0	0	0	0	115.76.78.64	2019-09-23 18:27:10	2019-09-23 18:27:12
mariopham1	iBanana	Nga My xuÊt gia  	7	99	0	35672500	0	0	0	0	0	0	51811272	27.73.84.39	2019-09-22 23:19:39	2019-09-24 12:44:03
singsing	iBÐXoµi	Vâ §ang tôc gia  	7	99	0	9830	0	0	0	0	0	0	0	115.75.254.194	2019-09-22 22:11:54	2019-09-23 11:10:39
ckmanduy1	iBèLµTªnLöa	D­¬ng M«n Cung Kþ  	7	99	0	1000000	0	0	0	0	0	0	0	171.232.161.15	2019-09-23 00:30:36	2019-09-23 00:32:11
cuoctinh101	iBimBim	Nga My xuÊt gia  	7	99	0	26878500	0	0	0	0	0	0	20000000	116.103.201.159	2019-09-23 08:30:42	2019-09-23 21:36:47
dancobra	IBMKingDomMe	ThiÕu L©m vâ t¨ng  	7	99	0	14320000	0	0	0	0	0	0	0	115.78.120.93	2019-09-22 18:43:36	2019-09-22 18:46:06
sajnz01	iBusuzima	ThiÕu L©m vâ t¨ng  	7	99	0	38628520	0	0	0	0	0	0	735396193	115.78.115.147	2019-09-22 20:06:18	2019-09-23 21:45:08
0963994773	iBµnCh©nBÈn	ThiÕu L©m vâ t¨ng  	7	99	0	12454584	0	0	0	0	0	0	8775416921	171.237.120.194	2019-09-22 19:10:19	2019-09-23 18:55:07
huycoc94	iB¸nhBao	§­êng M«n phæ th«ng  	7	99	0	38500	0	0	0	0	0	0	0	14.183.133.247	2019-09-22 22:21:14	2019-09-22 23:09:01
sajnz03	iChangz	ThiÕu L©m vâ t¨ng  	7	99	0	20547397	0	0	0	0	0	0	8099047336	115.78.115.147	2019-09-23 01:44:31	2019-09-23 21:10:50
ckmanduy1	iChanh	Tµ §éc  	7	99	0	11356500	0	0	0	0	0	0	1000000	115.75.176.21	2019-09-23 00:38:31	2019-09-23 15:07:39
mariopham	iChuèi	Nga My tôc gia  	7	99	0	42288000	0	0	0	0	0	0	21000005	27.73.84.39	2019-09-22 19:20:29	2019-09-24 12:48:23
n27021997	IC­ícQuyTiªnI	V« m«n ph¸i  	0	1	0	0	0	0	0	0	0	0	0		2019-09-24 13:16:02	1970-01-01 08:00:00
vedoianh00	iDCiNMkciu	Nga My xuÊt gia  	7	99	0	1000000	0	0	0	0	0	0	0	117.7.61.29	2019-09-24 10:07:37	2019-09-24 10:11:27
vedoianh	iDCiNMkiz	Nga My xuÊt gia  	7	99	0	39927000	0	0	0	0	0	0	21	117.7.61.29	2019-09-24 10:33:21	2019-09-24 12:20:02
vedoianh00	iDCiqqEx	ThiÕu L©m vâ t¨ng  	7	99	0	26496000	0	0	0	0	0	0	20000012	117.7.61.29	2019-09-24 10:13:53	2019-09-24 12:17:30
vedoianh	iDCiTieuT	ThiÕu L©m vâ t¨ng  	7	99	0	40000000	0	0	0	0	0	0	29	117.7.61.29	2019-09-24 09:55:55	2019-09-24 10:30:53
vedoianh01	iDCiTrïmiz	D­¬ng M«n Cung Kþ  	7	99	0	37000000	0	0	0	0	0	0	16	117.7.61.29	2019-09-24 12:24:40	2019-09-24 12:31:47
hoplp149	iDCxDestroy	ThiÕu L©m vâ t¨ng  	7	99	0	15379927	0	0	0	0	0	0	20074501	14.161.19.57	2019-09-23 07:58:13	2019-09-24 11:38:48
hoplp148	iDCxSunNy	Nga My xuÊt gia  	7	99	0	42576395	0	0	0	0	0	0	18	14.161.19.57	2019-09-22 20:04:04	2019-09-24 12:44:21
hoplp146	iDCxTräcDestroy	D­¬ng M«n Cung Kþ  	7	99	0	8058507	0	0	0	0	0	0	20000017	14.161.19.57	2019-09-22 19:34:27	2019-09-22 21:41:00
anhthanh1	idGauXadoa	ThiÕu L©m vâ t¨ng  	7	99	0	0	0	0	0	0	0	0	0	171.240.29.151	2019-09-23 20:53:37	2019-09-23 21:28:43
kingofwar2	iDlxTraDa	Tµ §éc  	7	99	0	50000000	0	0	0	0	0	0	2120680000	1.54.8.0	2019-09-22 22:24:07	2019-09-23 02:23:35
kingofwar	iDLxTraSua	ThiÕu L©m vâ t¨ng  	7	99	0	20285821	0	0	0	0	0	0	486460017	1.54.7.231	2019-09-22 18:22:31	2019-09-24 07:10:54
kingofwar1	iDlxTuongVi	Nga My xuÊt gia  	7	99	0	25472866	0	0	0	0	0	0	297460025	1.54.8.0	2019-09-22 19:09:09	2019-09-23 15:39:22
ckmanduy2	iD©uT©y	C¸i Bang ¤ Y  	7	99	0	1000000	0	0	0	0	0	0	0	171.232.161.15	2019-09-23 01:14:21	2019-09-23 01:16:11
kcibpa	iF67zNhÝÝ§zaiOMG	ThiÕu L©m vâ t¨ng  	7	99	0	16400000	0	0	0	0	0	0	0	115.78.202.18	2019-09-23 21:10:59	2019-09-23 21:13:43
volam1998a	iGioMuaThu	Nga My xuÊt gia  	7	99	0	16998500	0	0	0	0	0	0	0	115.74.252.247	2019-09-23 16:29:43	2019-09-23 16:44:30
volam1998a	iGioMuaXuan	Nga My xuÊt gia  	7	99	0	40950000	0	0	0	0	0	0	0	115.74.252.247	2019-09-23 16:21:06	2019-09-23 16:22:05
khanhnam111	iHçTRîMaiT¸ng	Nga My xuÊt gia  	7	99	0	26520000	0	0	0	0	0	0	0	115.79.36.187	2019-09-22 21:25:05	2019-09-23 11:59:57
global1	iHKMzNhiNhi	Nga My xuÊt gia  	7	99	0	44240000	0	0	0	0	0	0	0	42.114.21.176	2019-09-23 18:36:40	2019-09-23 19:59:22
global	iHKMz§¹iS­Huynh	ThiÕu L©m vâ t¨ng  	7	99	0	44588863	0	0	0	0	0	0	18	42.114.21.176	2019-09-23 16:03:02	2019-09-23 20:58:02
gumihocuoi	iHNx0NgäcN÷Zeo	Nga My xuÊt gia  	7	99	0	16335500	0	0	0	0	0	0	25	113.22.58.4	2019-09-22 20:47:13	2019-09-22 21:33:59
zlkhanglz150	iHNxMaCungMC	D­¬ng M«n Cung Kþ  	7	99	0	19171740	0	0	0	0	0	0	20000022	115.75.106.5	2019-09-23 13:57:10	2019-09-24 12:05:36
gumihobuon	iHNxNgäcCÇmThiªn	Nga My tôc gia  	7	99	0	26020000	0	0	0	0	0	0	0	113.22.58.4	2019-09-22 20:45:32	2019-09-22 22:14:49
fzbao2020	iHNxTaoLµ§¹iKa	ThiÕu L©m vâ t¨ng  	7	99	0	947500	0	0	0	0	0	0	0	1.52.105.93	2019-09-24 12:33:53	2019-09-24 12:39:04
vuhongminh1992	iHNxteddy	Nga My xuÊt gia  	7	99	0	2231000	0	0	0	0	0	0	0	116.108.15.11	2019-09-22 19:38:44	2019-09-22 21:18:19
vuhongminh1991	iHNxTháNgèc	Tµ §éc  	7	99	0	7070446	0	0	0	0	0	0	19	116.108.15.11	2019-09-22 18:59:06	2019-09-23 23:56:45
kilthem96	iHPHoahOa	Nga My xuÊt gia  	7	99	0	2820	0	0	0	0	0	0	20000019	27.66.81.198	2019-09-22 23:23:10	2019-09-24 12:56:33
kilthem3	iHPLinhMiªu	Tµ §éc  	7	99	0	40475500	0	0	0	0	0	0	1985000	27.66.81.198	2019-09-23 11:11:15	2019-09-24 10:48:28
kilthem	iHPLyLy	Nga My xuÊt gia  	7	99	0	1571500	0	0	0	0	0	0	0	27.66.81.198	2019-09-22 23:18:44	2019-09-24 01:57:00
kilthem1	iHPNgùMiªu	ThiÕu L©m vâ t¨ng  	7	99	0	21732890	0	0	0	0	0	0	21875034	27.66.81.198	2019-09-22 23:16:06	2019-09-24 12:58:04
mrteo197	iHPxThor	ThiÕu L©m vâ t¨ng  	7	99	0	998500	0	0	0	0	0	0	0	58.187.21.247	2019-09-23 00:19:21	2019-09-23 18:36:14
kilthem2	iHP§ÑpZaiKhoaiTo	ThiÕu L©m vâ t¨ng  	0	99	0	21095920	0	0	0	0	0	0	21865020	27.66.81.198	2019-09-23 17:09:59	2019-09-24 11:33:48
minh1234ct	iHRz1§êiCave	Nga My xuÊt gia  	7	99	0	31858500	0	0	0	0	0	0	0	123.22.140.132	2019-09-23 15:28:20	2019-09-23 15:40:39
minh123ct	iHRzMinhKK	ThiÕu L©m vâ t¨ng  	7	99	0	14330000	0	0	0	0	0	0	2853	123.22.140.132	2019-09-23 13:16:00	2019-09-24 12:20:44
truonggiang	iHTxBaTisTuTa	Vâ §ang ®¹o gia  	7	99	0	10400000	0	0	0	0	0	0	0	115.75.103.75	2019-09-24 11:27:22	2019-09-24 11:33:39
boboy06	iHTxBXTeo	Nga My xuÊt gia  	7	99	0	50000000	0	0	0	0	0	0	2850000012	115.78.125.143	2019-09-22 19:05:24	2019-09-23 19:21:01
truonggiang	iHTxHµnM¹cTö1	ThiÕu L©m vâ t¨ng  	7	99	0	38155500	0	0	0	0	0	0	0	115.75.103.75	2019-09-24 11:11:58	2019-09-24 11:22:31
boboy05	iHTxTeo	ThiÕu L©m vâ t¨ng  	7	99	0	25960337	0	0	0	0	0	0	20000026	115.78.125.143	2019-09-22 18:02:01	2019-09-23 19:38:01
cbq1999vn	iiAnh3	C¸i Bang TÜnh y  	7	99	0	41139050	0	0	0	0	0	0	20	1.55.197.77	2019-09-23 16:09:11	2019-09-23 18:57:33
mhbcaer	iiCÇmCungN¸oLo¹n	V« m«n ph¸i  	0	1	0	0	0	0	0	0	0	0	0	171.224.225.120	2019-09-23 19:27:16	2019-09-23 19:27:18
thudukg1	iiHanzo	§­êng M«n phæ th«ng  	7	99	0	20265151	0	0	0	0	0	0	0	113.182.193.34	2019-09-22 18:34:59	2019-09-23 21:43:41
hienvienthanhde	iiHNxDaiDe	§­êng M«n phæ th«ng  	7	99	0	19218346	0	0	0	0	0	0	0	115.75.106.5	2019-09-23 18:31:14	2019-09-23 20:57:34
minh123q1	iiHoaiThien	ThiÕu L©m vâ t¨ng  	7	99	0	15809968	0	0	0	0	0	0	7764701	14.242.52.209	2019-09-22 18:00:12	2019-09-24 12:50:19
thudukg2	IiiGenji	HiÖp §éc  	7	99	0	806300	0	0	0	0	0	0	11	113.182.193.34	2019-09-23 21:44:26	2019-09-23 21:51:07
hoangsolk5	iIiHoangSuPhu	ThiÕu L©m vâ t¨ng  	7	99	0	33857500	0	0	0	0	0	0	20325023	14.161.20.104	2019-09-23 09:07:20	2019-09-23 16:31:34
chienpro113day	iIiMrrPause	D­¬ng M«n Cung Kþ  	7	99	0	1797000	0	0	0	0	0	0	18	125.214.59.81	2019-09-22 19:39:16	2019-09-23 18:41:16
toanprothon4	iiJx2CSThaiKane	ThiÕu L©m vâ t¨ng  	0	99	0	41000000	0	0	0	0	0	0	0	112.197.177.6	2019-09-24 08:56:36	2019-09-24 08:56:54
bphuong102	IiL·oH¹cIiz	ThiÕu L©m vâ t¨ng  	7	99	0	6672500	0	0	0	0	0	0	23	113.176.95.248	2019-09-22 18:28:51	2019-09-24 12:53:51
volam1998a	iiM©yMïaThu	ThiÕu L©m vâ t¨ng  	7	99	0	40600000	0	0	0	0	0	0	0	115.74.252.247	2019-09-23 15:33:13	2019-09-23 16:20:25
tkienhung555	iiPhatXit	D­¬ng M«n Cung Kþ  	7	99	0	1000000	0	0	0	0	0	0	0	1.53.56.218	2019-09-24 08:38:35	2019-09-24 08:54:05
nccvnn	iiS2Fashion	ThiÕu L©m vâ t¨ng  	7	99	0	2447500	0	0	0	0	0	0	0	118.68.55.250	2019-09-24 10:35:43	2019-09-24 12:50:46
khanhnam000	iIxBólzDånxDame	ThiÕu L©m vâ t¨ng  	7	99	0	25541975	0	0	0	0	0	0	11	115.79.36.187	2019-09-22 18:28:48	2019-09-23 12:07:41
minh1234q1	iixDoun	Nga My xuÊt gia  	7	99	0	28533253	0	0	0	0	0	0	7762444	113.165.94.26	2019-09-22 22:14:31	2019-09-23 11:25:20
bphuong101	Ii¤ngGi¸oIi	ThiÕu L©m vâ t¨ng  	7	99	0	13610510	0	0	0	0	0	0	13	113.176.95.248	2019-09-22 19:00:58	2019-09-23 10:55:51
xeluvaxeca11	iJeeny	HiÖp §éc  	7	99	0	40998500	0	0	0	0	0	0	0	58.186.22.48	2019-09-22 23:04:06	2019-09-22 23:06:58
xeluvaxeca11	iJerry	D­¬ng M«n th­¬ng Kþ  	7	99	0	30273508	0	0	0	0	0	0	0	58.186.22.48	2019-09-22 22:38:01	2019-09-22 22:52:07
phn0304	iKTCiiBlue	ThiÕu L©m vâ t¨ng  	7	99	0	10040064	0	0	0	0	0	0	0	113.163.156.70	2019-09-22 20:43:12	2019-09-23 02:33:08
phn2004	iKTCizPink	Nga My xuÊt gia  	7	99	0	36862500	0	0	0	0	0	0	0	113.163.156.70	2019-09-22 21:19:18	2019-09-23 02:18:09
tranvietzx	iLucKaKa	ThiÕu L©m vâ t¨ng  	7	99	0	26619846	0	0	0	0	0	0	115000017	116.118.67.163	2019-09-22 19:01:11	2019-09-24 12:06:04
tranvietzxc	iLucTyTy	Nga My xuÊt gia  	7	99	0	27500000	0	0	0	0	0	0	21	116.118.67.163	2019-09-22 22:00:41	2019-09-24 10:57:41
huycoc94	iMét§¸BayMâm	ThiÕu L©m vâ t¨ng  	7	99	0	62997846	0	0	0	0	0	0	15	14.183.133.247	2019-09-22 23:09:40	2019-09-23 12:34:11
iamduypro	iNAMrD	ThiÕu L©m vâ t¨ng  	7	99	0	27630000	0	0	0	0	0	0	0	183.80.20.134	2019-09-24 11:59:31	2019-09-24 12:23:59
ckmanduy2	iNgoanCãTiÕng	ThiÕu L©m thiÒn t¨ng  	7	99	0	20640000	0	0	0	0	0	0	124736252	171.232.161.15	2019-09-23 01:19:21	2019-09-23 22:35:10
ngoctu1	iNgocTU	Vâ §ang ®¹o gia  	0	99	0	1000000	0	0	0	0	0	0	0	113.160.132.202	2019-09-23 14:16:20	2019-09-23 14:16:52
ngoctu1	iNgocTus2Giang	Vâ §ang tôc gia  	7	99	0	3131948	0	0	0	0	0	0	0	113.160.132.202	2019-09-23 14:17:54	2019-09-23 14:36:30
iobaongoc	IoChymToNhatLang	HiÖp §éc  	7	99	0	8684619	0	0	0	0	0	0	20000007	27.72.82.187	2019-09-23 10:51:01	2019-09-24 12:49:50
minhminh1	ioewjoij21	ThiÕu L©m vâ t¨ng  	0	99	0	998500	0	0	0	0	0	0	0	14.177.236.81	2019-09-22 19:27:19	2019-09-22 20:01:49
cuoctinh1001vn	IoizMaiuIuSia	Nga My xuÊt gia  	7	99	0	995500	0	0	0	0	0	0	0	1.52.63.246	2019-09-22 20:23:10	2019-09-22 20:26:58
cuoctinh1000vn	iOizMrDartMaNo1	ThiÕu L©m vâ t¨ng  	7	99	0	33361484	0	0	0	0	0	0	2096000000	1.52.63.246	2019-09-22 18:16:39	2019-09-22 20:39:30
nguyen2019	ioNguyenConHeo	ThiÕu L©m vâ t¨ng  	7	99	0	49939000	0	0	0	0	0	0	110000000	113.162.173.67	2019-09-22 19:10:19	2019-09-22 20:54:06
tunghndt009	iooButVeMaQuy	Vâ §ang tôc gia  	7	99	0	33000000	0	0	0	0	0	0	0	14.172.124.11	2019-09-23 21:35:35	2019-09-23 21:41:41
test20082007	iOsGaiNganh	Nga My xuÊt gia  	7	99	0	39640000	0	0	0	0	0	0	0	171.242.97.225	2019-09-22 18:38:02	2019-09-23 06:47:47
diennnbtzz	iphone	D­¬ng M«n Cung Kþ  	7	99	0	38018508	0	0	0	0	0	0	48	14.172.173.196	2019-09-22 18:02:50	2019-09-22 19:17:50
kienars	iPhone5S	ThiÕu L©m vâ t¨ng  	7	99	0	37360000	0	0	0	0	0	0	0	113.189.193.186	2019-09-22 20:27:31	2019-09-24 12:28:26
maiyeu1993	iPxBèTrÎCon	Tµ §éc  	0	99	0	1000000	0	0	0	0	0	0	0	113.23.51.58	2019-09-24 12:34:23	2019-09-24 12:40:33
magicnth	iS2iVPDungBoo	ThiÕu L©m vâ t¨ng  	0	99	0	1000000	0	0	0	0	0	0	0	118.70.114.6	2019-09-24 11:22:31	2019-09-24 11:22:32
mariopham2	iSenofChuèi	D­¬ng M«n Cung Kþ  	0	99	0	43954000	0	0	0	0	0	0	0	27.73.84.39	2019-09-22 19:21:30	2019-09-23 00:55:08
v1s4oth30127	iSGzHoaB»ngL¨ng	ThiÕu L©m vâ t¨ng  	0	99	0	38796500	0	0	0	0	0	0	0	116.106.204.71	2019-09-23 00:02:29	2019-09-23 10:50:43
cnghia	iSGzV«T×nh	V« m«n ph¸i  	0	1	0	0	0	0	0	0	0	0	0	14.237.201.182	2019-09-23 08:34:30	2019-09-23 08:34:32
proilo135	iSiNiChiZz	ThiÕu L©m vâ t¨ng  	7	99	0	20540000	0	0	0	0	0	0	424329676	14.230.178.53	2019-09-22 18:53:07	2019-09-23 18:59:09
lorenkidsn02	ISThiªnKh«ngThµn	ThiÕu L©m vâ t¨ng  	7	99	0	40398500	0	0	0	0	0	0	0	14.161.29.174	2019-09-24 13:00:44	2019-09-24 13:08:34
hotfood12	IsToXic	ThiÕu L©m vâ t¨ng  	7	99	0	15465685	0	0	0	0	0	0	241674619	113.184.163.83	2019-09-22 18:03:59	2019-09-22 21:25:39
ongbutfa00	iSTzThÝchCµKhÞa	ThiÕu L©m vâ t¨ng  	7	99	0	16131759	0	0	0	0	0	0	1211664601	14.252.132.163	2019-09-22 19:46:19	2019-09-24 12:58:48
ongbutfa01	iSTzThÝchG¸iXinh	Nga My xuÊt gia  	7	99	0	4098500	0	0	0	0	0	0	155738320	14.234.85.126	2019-09-22 21:23:38	2019-09-23 20:02:28
ansovn1dvn	ISVoTinh	ThiÕu L©m vâ t¨ng  	7	99	0	14200000	0	0	0	0	0	0	0	14.173.133.39	2019-09-24 12:41:57	2019-09-24 13:06:55
sonbeo1	isxxBeo	ThiÕu L©m vâ t¨ng  	7	99	0	23577279	0	0	0	0	0	0	42	115.74.246.49	2019-09-22 22:01:13	2019-09-24 12:52:59
sonbeo2	isxxBeu	Nga My xuÊt gia  	7	99	0	39880000	0	0	0	0	0	0	0	115.74.246.49	2019-09-23 10:34:33	2019-09-24 12:31:17
playcd3	iSxxChan	ThiÕu L©m vâ t¨ng  	7	99	0	45148050	0	0	0	0	0	0	2305000000	27.71.204.123	2019-09-23 07:23:24	2019-09-23 10:22:48
playcd2	iSxxNgµyBªnAnh	Nga My xuÊt gia  	7	99	0	16012136	0	0	0	0	0	0	0	27.71.204.123	2019-09-23 06:50:19	2019-09-23 10:22:23
playcd1	iSxxNgµyBªnEm	ThiÕu L©m vâ t¨ng  	7	99	0	25454996	0	0	0	0	0	0	17	27.71.204.75	2019-09-22 21:02:37	2019-09-24 12:48:16
playcd1	iSxxPh¶nThÇn	ThiÕu L©m vâ t¨ng  	7	99	0	1129181	0	0	0	0	0	0	0	27.71.204.75	2019-09-24 12:07:29	2019-09-24 12:13:41
binhtinfifa2196	ISxxxDingLaDeng	ThiÕu L©m vâ t¨ng  	7	99	0	49949000	0	0	0	0	0	0	25	116.102.52.204	2019-09-23 14:58:54	2019-09-24 09:26:38
coconuttl	ISzx¤ngTrïmTLQ	ThiÕu L©m vâ t¨ng  	7	99	0	20898832	0	0	0	0	0	0	19	116.105.30.109	2019-09-24 10:15:35	2019-09-24 11:53:30
kephieubac85	IS§écC«CÇuB¹ii	ThiÕu L©m vâ t¨ng  	7	99	0	31680000	0	0	0	0	0	0	20000000	123.21.81.22	2019-09-22 18:01:11	2019-09-22 18:31:55
dung9007	iTBiKem	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	113.179.217.8	2019-09-24 12:22:25	2019-09-24 12:24:01
dung9005	iTBiKemD©u	Nga My xuÊt gia  	0	99	0	1000000	0	0	0	0	0	0	0	113.179.217.8	2019-09-24 13:11:01	2019-09-24 13:11:01
dung9006	iTBiKemLy	D­¬ng M«n Cung Kþ  	7	99	0	1000000	0	0	0	0	0	0	0	113.179.217.8	2019-09-24 12:34:42	2019-09-24 13:14:58
quockhanhla1	iThayTuChayXeLu	ThiÕu L©m vâ t¨ng  	7	99	0	11271000	0	0	0	0	0	0	0	115.78.117.70	2019-09-22 18:13:08	2019-09-23 13:04:30
meliodas98	iTHzMEnly	ThiÕu L©m thiÒn t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	14.248.80.149	2019-09-22 18:13:25	2019-09-22 18:14:36
meliodas98	iTHzMeoCaCa	ThiÕu L©m vâ t¨ng  	7	99	0	19715500	0	0	0	0	0	0	611810858	27.72.89.214	2019-09-22 18:20:37	2019-09-23 03:55:34
gamelol1cv	iTNzFAn3GAN01	ThiÕu L©m vâ t¨ng  	7	99	0	33907422	0	0	0	0	0	0	0	14.172.211.49	2019-09-23 17:56:16	2019-09-23 19:07:23
vancuong11	iVanCuong	ThiÕu L©m vâ t¨ng  	7	99	0	38060237	0	0	0	0	0	0	14	115.74.199.24	2019-09-22 18:11:23	2019-09-23 12:34:06
pho123	ixiPhèTãc§á	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	14.241.155.63	2019-09-24 13:11:02	2019-09-24 13:15:17
playcd3	IxssNgµyV¾ngEm	ThiÕu L©m vâ t¨ng  	0	99	0	20875940	0	0	0	0	0	0	0	125.214.57.246	2019-09-22 21:18:51	2019-09-23 07:41:26
cnghia0	izBiLy	Nga My xuÊt gia  	7	99	0	16140000	0	0	0	0	0	0	22238300	14.237.201.182	2019-09-23 09:47:53	2019-09-24 10:32:50
vola0912	izBKVz1102	ThiÕu L©m vâ t¨ng  	7	99	0	36805502	0	0	0	0	0	0	0	14.249.230.205	2019-09-22 20:21:08	2019-09-22 22:24:02
quangtao1	izNhËnvkthui	ThiÕu L©m vâ t¨ng  	0	99	0	999000	0	0	0	0	0	0	0	171.240.244.7	2019-09-24 12:35:44	2019-09-24 12:38:45
quangtao	izNhµBaoViÖc	ThiÕu L©m vâ t¨ng  	7	99	0	38878000	0	0	0	0	0	0	0	171.240.244.7	2019-09-24 12:11:40	2019-09-24 12:41:30
chuhuhu	izxMrDuLexzx	ThiÕu L©m vâ t¨ng  	7	99	0	18856000	0	0	0	0	0	0	0	115.74.200.34	2019-09-23 10:11:32	2019-09-24 12:08:57
smallvn96	IzzzGin	ThiÕu L©m vâ t¨ng  	7	99	0	998500	0	0	0	0	0	0	0	113.177.55.224	2019-09-23 20:42:25	2019-09-23 21:01:37
haoprovn11	Jankos	Nga My tôc gia  	7	99	0	150000	0	0	0	0	0	0	0	42.116.168.175	2019-09-23 14:09:27	2019-09-23 14:17:58
linh0068	javagame	V« m«n ph¸i  	0	1	0	0	0	0	0	0	0	0	0	113.174.110.79	2019-09-23 17:48:40	2019-09-23 18:19:56
hai123	Javporn	ThiÕu L©m vâ t¨ng  	7	99	0	6099541	0	0	0	0	0	0	55	123.22.223.120	2019-09-22 18:30:33	2019-09-24 12:40:02
hai1234	Javsep	Nga My xuÊt gia  	7	99	0	15268611	0	0	0	0	0	0	0	123.22.223.120	2019-09-22 21:45:02	2019-09-23 13:16:46
nam22111	Jennie	Nga My xuÊt gia  	7	99	0	16571619	0	0	0	0	0	0	23238300	123.21.195.42	2019-09-23 14:35:21	2019-09-23 21:16:29
qiubach	JerakTongLao	ThiÕu L©m tôc gia  	0	99	0	998500	0	0	0	0	0	0	0	117.3.58.168	2019-09-24 13:10:14	2019-09-24 13:10:45
bapcaile	jkdhas	§­êng M«n phæ th«ng  	0	99	0	1000000	0	0	0	0	0	0	0	118.68.55.250	2019-09-24 13:05:57	2019-09-24 13:05:58
daitonglieu	Js2Hacthieugiaz	V« m«n ph¸i  	0	1	0	0	0	0	0	0	0	0	0	115.79.60.168	2019-09-22 18:08:40	2019-09-22 18:08:41
volam120210	JustPartNo1	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	115.78.125.24	2019-09-23 18:15:35	2019-09-23 18:16:10
tkgame0ve	Jx1vacDi	ThiÕu L©m vâ t¨ng  	7	99	0	40997000	0	0	0	0	0	0	15	115.73.208.247	2019-09-23 13:23:08	2019-09-23 14:09:31
minhduc1	Jx2AnhBaHungXx	ThiÕu L©m vâ t¨ng  	7	99	0	9134000	0	0	0	0	0	0	0	115.75.37.163	2019-09-22 19:25:43	2019-09-23 18:55:53
daipilldz	Jx2Anna	Nga My xuÊt gia  	7	99	0	37960000	0	0	0	0	0	0	0	14.161.46.107	2019-09-22 18:29:09	2019-09-23 17:13:49
